gene_id	gmm	hdbscan	spectral	consensus	gene_symbol
ENSMUSG00000058600	17	0	7	8	Rpl30
ENSMUSG00000099207	12	0	14	2	Gm10637
ENSMUSG00000025980	7	0	11	9	Hspd1
ENSMUSG00000035585	1	0	1	3	Tsen34
ENSMUSG00000115697	12	0	17	2	
ENSMUSG00000037933	10	0	8	0	Bicd2
ENSMUSG00000024483	22	0	10	5	Ankhd1
ENSMUSG00000048280	1	0	1	3	Zfp738
ENSMUSG00000039215	12	0	3	1	Aoc1l3
ENSMUSG00000002870	1	0	0	3	Mcm2
ENSMUSG00000037149	22	0	10	5	Ddx1
ENSMUSG00000037119	3	0	7	6	Fam91a1
ENSMUSG00000029535	10	0	8	0	Triap1
ENSMUSG00000024527	22	0	10	5	Afg3l2
ENSMUSG00000095864	12	0	17	2	Vmn1r77
ENSMUSG00000035085	12	0	3	1	1700020L24Rik
ENSMUSG00000027961	15	0	19	11	Lrrc39
ENSMUSG00000047230	3	0	10	5	Cldn2
ENSMUSG00000028102	10	0	8	0	Pex11b
ENSMUSG00000030357	17	0	7	8	Fkbp4
ENSMUSG00000030798	1	0	12	4	Cd37
ENSMUSG00000051316	1	0	1	3	Taf7
ENSMUSG00000005580	22	0	2	7	Adcy9
ENSMUSG00000020697	10	0	2	0	Lig3
ENSMUSG00000035305	1	0	5	4	Ror1
ENSMUSG00000032726	12	0	15	2	Bmp8a
ENSMUSG00000004936	10	0	2	0	Map2k1
ENSMUSG00000031139	12	0	6	1	Mcf2
ENSMUSG00000037857	22	0	10	5	Nufip2
ENSMUSG00000059857	12	0	6	1	Ntng1
ENSMUSG00000021684	1	0	12	4	Pde8b
ENSMUSG00000047675	6	0	11	9	Rps8|Gm15501
ENSMUSG00000059336	12	0	4	1	Slc14a1
ENSMUSG00000031393	10	0	2	0	Mecp2
ENSMUSG00000028678	12	0	4	1	Kif2c
ENSMUSG00000026012	12	0	4	1	Cd28
ENSMUSG00000039715	1	0	5	4	Dync2i2
ENSMUSG00000027261	24	0	7	6	Hao1
ENSMUSG00000034059	12	0	6	1	Ypel4
ENSMUSG00000028796	10	0	8	0	Phc2
ENSMUSG00000050390	22	0	2	7	Nhsl3
ENSMUSG00000035725	1	0	0	3	Prkx
ENSMUSG00000048442	12	0	9	1	Smim5
ENSMUSG00000062190	1	0	0	3	Lancl2
ENSMUSG00000021175	12	0	4	1	Cdca7l
ENSMUSG00000110206	1	0	5	4	Flt3l
ENSMUSG00000025902	12	0	12	2	Sox17
ENSMUSG00000026603	10	0	2	0	Smyd2
ENSMUSG00000025557	12	0	17	2	Slc15a1
ENSMUSG00000090101	12	0	3	1	Snhg9
ENSMUSG00000022674	22	0	2	7	Ube2v2
ENSMUSG00000063838	12	0	4	1	Cdc42ep5
ENSMUSG00000074194	1	0	5	4	Zfp791
ENSMUSG00000042116	1	0	13	4	Vwa1
ENSMUSG00000074826	12	0	4	1	Ramacl
ENSMUSG00000031505	22	0	10	5	Naxd
ENSMUSG00000083457	12	0	17	2	
ENSMUSG00000050503	12	0	14	2	Fbxl22
ENSMUSG00000022801	10	0	8	0	Lrch3
ENSMUSG00000031918	10	0	2	0	Mtmr2
ENSMUSG00000027931	10	0	8	0	Npr1
ENSMUSG00000029458	24	0	7	6	Brap
ENSMUSG00000044453	12	0	9	1	Ffar1
ENSMUSG00000023191	1	0	0	3	P3h3
ENSMUSG00000031870	12	0	6	1	Pgr
ENSMUSG00000079426	22	0	2	7	Arpc4
ENSMUSG00000092164	12	0	14	2	Rergl
ENSMUSG00000020706	10	0	2	0	Ftsj3
ENSMUSG00000072066	12	0	4	1	Zfp1008
ENSMUSG00000075266	12	0	12	2	Cenpw
ENSMUSG00000034789	10	0	8	0	Rab24
ENSMUSG00000006445	10	0	8	0	Epha2
ENSMUSG00000027309	10	0	2	0	Dnaaf9
ENSMUSG00000023009	12	0	12	2	Nckap5l
ENSMUSG00000044156	12	0	4	1	Hepacam2
ENSMUSG00000024486	12	0	12	2	Hbegf
ENSMUSG00000059498	10	0	0	0	Fcgr3
ENSMUSG00000053093	8	0	16	12	Myh7
ENSMUSG00000041264	10	0	8	0	Uspl1
ENSMUSG00000028729	10	0	8	0	Ebna1bp2
ENSMUSG00000020235	1	0	1	3	Fzr1
ENSMUSG00000033545	10	0	1	0	Znrf1
ENSMUSG00000028145	10	0	8	0	Them4
ENSMUSG00000035451	1	0	0	3	Foxa1
ENSMUSG00000018362	10	0	8	0	Kpna2
ENSMUSG00000038580	12	0	3	1	Sct
ENSMUSG00000030666	12	0	17	2	Calcb
ENSMUSG00000062132	12	0	3	1	Arhgap33os
ENSMUSG00000034813	12	0	9	1	Grip1
ENSMUSG00000061132	12	0	12	2	Blnk
ENSMUSG00000003308	22	0	10	5	Keap1
ENSMUSG00000026502	10	0	8	0	Desi2
ENSMUSG00000021557	10	0	19	0	Agtpbp1|A230056J06Rik
ENSMUSG00000053838	10	0	2	0	Nudcd3
ENSMUSG00000001518	1	0	0	3	Itfg2
ENSMUSG00000026028	8	0	16	12	Trak2
ENSMUSG00000029084	10	0	8	0	Cd38
ENSMUSG00000022312	17	0	7	8	Eif3h
ENSMUSG00000043664	12	0	9	1	Tmem221
ENSMUSG00000013236	10	0	1	0	Ptprs
ENSMUSG00000061039	12	0	4	1	Or8b53
ENSMUSG00000045625	12	0	9	1	Pigz
ENSMUSG00000059588	3	0	10	5	Calcrl
ENSMUSG00000039252	12	0	12	2	Lgi2
ENSMUSG00000027794	12	0	3	1	Sohlh2
ENSMUSG00000064373	9	0	11	13	Selenop
ENSMUSG00000015224	1	0	5	4	Cyp2j9
ENSMUSG00000042734	15	0	18	10	Ttc9
ENSMUSG00000040310	12	0	14	2	Alx4
ENSMUSG00000046447	10	0	2	0	Camk2n1
ENSMUSG00000061479	10	0	1	0	Snrpa
ENSMUSG00000017861	12	0	4	1	Mybl2
ENSMUSG00000046854	12	0	17	2	Pip5kl1
ENSMUSG00000019132	0	0	7	6	BC005537
ENSMUSG00000001542	3	0	10	5	Ell2
ENSMUSG00000036751	19	0	11	9	Cox6b1
ENSMUSG00000041219	1	0	12	4	Arhgap11a
ENSMUSG00000045107	1	0	0	3	Saysd1
ENSMUSG00000032841	1	0	12	4	Prr5l
ENSMUSG00000021701	1	0	1	3	Plk2
ENSMUSG00000021391	12	0	4	1	Cenpp
ENSMUSG00000041556	12	0	6	1	Fbxo2
ENSMUSG00000029452	12	0	14	2	Tmem116
ENSMUSG00000036864	12	0	4	1	Proser3
ENSMUSG00000047409	1	0	1	3	Ctdspl
ENSMUSG00000052336	12	0	12	2	Cx3cr1
ENSMUSG00000047632	12	0	4	1	Fgfbp3
ENSMUSG00000006736	0	0	7	6	Tspan31
ENSMUSG00000012076	1	0	5	4	Brms1l
ENSMUSG00000054942	1	0	5	4	Miga1
ENSMUSG00000020698	12	0	4	1	Cct6b
ENSMUSG00000042333	1	0	0	3	Tnfrsf14
ENSMUSG00000023926	12	0	9	1	Rhag
ENSMUSG00000030443	12	0	4	1	Zfp583
ENSMUSG00000058173	1	0	5	4	Smco4
ENSMUSG00000032309	10	0	2	0	Fbxo22
ENSMUSG00000005947	12	0	12	2	Itgae
ENSMUSG00000027353	1	0	12	4	Mcm8
ENSMUSG00000021256	1	0	5	4	Vash1
ENSMUSG00000029110	3	0	10	5	Rnf4
ENSMUSG00000022774	1	0	1	3	Ncbp2
ENSMUSG00000020435	12	0	12	2	Osbp2
ENSMUSG00000041660	24	0	7	6	Bbox1
ENSMUSG00000032329	1	0	1	3	Hmg20a
ENSMUSG00000028582	1	0	0	3	Cc2d1b
ENSMUSG00000020295	12	0	6	1	Hbq1a
ENSMUSG00000075410	12	0	9	1	Prcd
ENSMUSG00000060924	12	0	4	1	Csmd1
ENSMUSG00000022876	12	0	12	2	Samsn1
ENSMUSG00000101583	12	0	6	1	Gm20753
ENSMUSG00000025439	10	0	8	0	Clns1a
ENSMUSG00000034485	22	0	19	11	Uaca
ENSMUSG00000028328	15	0	19	11	Tmod1
ENSMUSG00000059891	12	0	17	2	Tsks
ENSMUSG00000025875	1	0	12	4	Tspan17
ENSMUSG00000045679	12	0	12	2	Slc66a3
ENSMUSG00000027339	1	0	0	3	Rassf2
ENSMUSG00000070644	24	0	7	6	Etnk2
ENSMUSG00000027198	10	0	2	0	Ext2
ENSMUSG00000093769	12	0	9	1	H3c14
ENSMUSG00000019577	8	0	16	12	Pdk4
ENSMUSG00000028023	12	0	14	2	Pitx2
ENSMUSG00000024505	1	0	12	4	Dtwd2
ENSMUSG00000023243	10	0	2	0	Kcnk5
ENSMUSG00000039087	22	0	10	5	Rreb1
ENSMUSG00000002981	22	0	10	5	Clptm1
ENSMUSG00000030281	1	0	1	3	Il17rc
ENSMUSG00000031133	15	0	19	11	Arhgef6
ENSMUSG00000016534	7	0	11	9	Lamp2
ENSMUSG00000008140	10	0	2	0	Emc10
ENSMUSG00000024232	1	0	5	4	Bambi
ENSMUSG00000022231	1	0	5	4	Sema5a
ENSMUSG00000097316	12	0	4	1	Gm10516
ENSMUSG00000091006	12	0	17	2	Vmn2r69
ENSMUSG00000036437	12	0	4	1	Npy1r
ENSMUSG00000103255	12	0	3	1	Pcdhac1
ENSMUSG00000044701	12	0	6	1	Il27
ENSMUSG00000094098	12	0	17	2	Vmn2r44
ENSMUSG00000027427	1	0	1	3	Polr3f
ENSMUSG00000031622	10	0	2	0	Sin3b
ENSMUSG00000035960	10	0	1	0	Apex1
ENSMUSG00000036186	1	0	13	4	Dipk1b
ENSMUSG00000041560	22	0	10	5	Nop53
ENSMUSG00000024309	10	0	8	0	Pfdn6
ENSMUSG00000026918	10	0	2	0	Brd3
ENSMUSG00000079557	22	0	2	7	Marchf2
ENSMUSG00000036120	1	0	0	3	Rfxank
ENSMUSG00000038457	12	0	14	2	Tmem255b
ENSMUSG00000039361	17	0	7	8	Picalm
ENSMUSG00000062931	1	0	0	3	Zfp938
ENSMUSG00000029155	12	0	3	1	Spata18
ENSMUSG00000112693	12	0	9	1	
ENSMUSG00000048222	1	0	1	3	Mfap1b
ENSMUSG00000032777	22	0	10	5	Gtf3c1
ENSMUSG00000038884	10	0	8	0	Shfl
ENSMUSG00000018919	12	0	17	2	Tm4sf5
ENSMUSG00000059495	24	0	7	6	Arhgef12
ENSMUSG00000068394	1	0	0	3	Cep152
ENSMUSG00000015053	12	0	12	2	Gata2
ENSMUSG00000020461	12	0	17	2	Clhc1
ENSMUSG00000078877	1	0	1	3	Gm14295
ENSMUSG00000037474	12	0	4	1	Dtl
ENSMUSG00000021795	12	0	4	1	Sftpd
ENSMUSG00000042705	1	0	0	3	Commd10
ENSMUSG00000024566	10	0	2	0	Atp9b
ENSMUSG00000027132	1	0	0	3	Katnbl1
ENSMUSG00000023004	22	0	10	5	Tuba1b
ENSMUSG00000020695	1	0	5	4	Mrc2
ENSMUSG00000022184	1	0	0	3	Fbxo4
ENSMUSG00000031162	12	0	6	1	Gata1
ENSMUSG00000103092	12	0	17	2	Pcdha5
ENSMUSG00000029830	12	0	6	1	Svopl
ENSMUSG00000056342	3	0	7	6	Usp34
ENSMUSG00000003484	12	0	9	1	Cyp4f18
ENSMUSG00000032572	12	0	9	1	Col6a4
ENSMUSG00000062074	12	0	17	2	Ccn6
ENSMUSG00000063882	18	0	11	9	Uqcrh
ENSMUSG00000015085	12	0	12	2	Entpd2
ENSMUSG00000019173	3	0	10	5	Rab5c
ENSMUSG00000026042	15	0	0	14	Col5a2
ENSMUSG00000031935	1	0	1	3	Med17
ENSMUSG00000042895	15	0	16	12	Abra
ENSMUSG00000019139	1	0	5	4	Isyna1
ENSMUSG00000040165	12	0	9	1	Cd209c
ENSMUSG00000021477	2	0	11	13	Ctsl
ENSMUSG00000033883	1	0	1	3	Zfp267
ENSMUSG00000044433	1	0	0	3	Camsap3
ENSMUSG00000025060	17	0	7	8	Slk
ENSMUSG00000075033	12	0	12	2	Nxpe3
ENSMUSG00000040350	10	0	19	0	Trim7
ENSMUSG00000042258	12	0	9	1	Isl1
ENSMUSG00000025231	1	0	5	4	Sufu
ENSMUSG00000024346	22	0	10	5	Pfdn1
ENSMUSG00000031012	10	0	8	0	Cask
ENSMUSG00000014444	1	0	1	3	Piezo1
ENSMUSG00000046916	1	0	5	4	Myct1
ENSMUSG00000085566	12	0	9	1	
ENSMUSG00000038240	1	0	0	3	Pdss2
ENSMUSG00000094338	12	0	12	2	H2bc13
ENSMUSG00000021748	17	0	7	8	Pdhb
ENSMUSG00000067653	8	0	16	12	Ankrd23
ENSMUSG00000029096	1	0	18	10	Htra3
ENSMUSG00000053799	10	0	2	0	Exoc6
ENSMUSG00000039089	1	0	0	3	L3mbtl3
ENSMUSG00000026556	12	0	4	1	Vangl2
ENSMUSG00000032508	1	0	1	3	Myd88
ENSMUSG00000037204	10	0	8	0	Atg101
ENSMUSG00000028452	24	0	7	6	Vcp
ENSMUSG00000021608	1	0	0	3	Lpcat1
ENSMUSG00000071266	10	0	2	0	Zfp946
ENSMUSG00000039831	3	0	7	6	Arhgap29
ENSMUSG00000026649	12	0	12	2	Cfap126
ENSMUSG00000029283	12	0	4	1	Cdc7
ENSMUSG00000037966	3	0	10	5	Ninj1
ENSMUSG00000030061	22	0	2	7	Uba3
ENSMUSG00000043727	12	0	17	2	F830045P16Rik
ENSMUSG00000040118	15	0	16	12	Cacna2d1
ENSMUSG00000028608	10	0	8	0	Czib
ENSMUSG00000085438	11	0	7	6	Oip5os1
ENSMUSG00000021643	1	0	0	3	Serf1
ENSMUSG00000020623	1	0	0	3	Map2k6
ENSMUSG00000079036	1	0	0	3	Alkbh1|Nrp
ENSMUSG00000037606	1	0	0	3	Osbpl5
ENSMUSG00000071637	1	0	12	4	Cebpd
ENSMUSG00000028115	12	0	17	2	Bnipl
ENSMUSG00000024376	12	0	12	2	Epb41l4a
ENSMUSG00000046861	22	0	10	5	Hectd3
ENSMUSG00000024726	22	0	19	11	Carnmt1
ENSMUSG00000029307	12	0	6	1	Dmp1
ENSMUSG00000085763	12	0	9	1	Smc2os
ENSMUSG00000021991	12	0	14	2	Cacna2d3
ENSMUSG00000025728	10	0	2	0	Pigq
ENSMUSG00000042751	12	0	4	1	Nmnat2
ENSMUSG00000059326	12	0	12	2	Csf2ra
ENSMUSG00000036578	12	0	6	1	Fxyd7
ENSMUSG00000039081	1	0	5	4	Zfp503
ENSMUSG00000032468	10	0	8	0	Armc8
ENSMUSG00000000384	10	0	8	0	Tbrg4
ENSMUSG00000027419	12	0	6	1	Pcsk2
ENSMUSG00000050271	1	0	12	4	Prag1
ENSMUSG00000023267	12	0	14	2	Gabrr2
ENSMUSG00000074634	1	0	1	3	Tmem267
ENSMUSG00000030126	10	0	2	0	Tmcc1
ENSMUSG00000078942	12	0	12	2	Naip6
ENSMUSG00000073538	12	0	9	1	
ENSMUSG00000034997	12	0	6	1	Htr2a
ENSMUSG00000020916	12	0	3	1	Krt36
ENSMUSG00000031376	12	0	14	2	Atp2b3
ENSMUSG00000037643	10	0	8	0	Prkci
ENSMUSG00000034825	12	0	17	2	Nrip3
ENSMUSG00000048337	12	0	17	2	Npy4r
ENSMUSG00000032359	24	0	7	6	Ctsh
ENSMUSG00000041073	12	0	13	2	Nacad
ENSMUSG00000095217	12	0	4	1	H2bc15
ENSMUSG00000069255	10	0	8	0	Dusp22
ENSMUSG00000063904	22	0	10	5	Dpp3
ENSMUSG00000050106	12	0	12	2	Tmc8
ENSMUSG00000025264	1	0	1	3	Tsr2
ENSMUSG00000037563	0	0	7	6	Rps16
ENSMUSG00000015134	12	0	4	1	Aldh1a3
ENSMUSG00000025332	3	0	10	5	Kdm5c
ENSMUSG00000047371	10	0	1	0	Zfp768
ENSMUSG00000063235	22	0	2	7	Ptpmt1
ENSMUSG00000022537	12	0	12	2	Tmem44
ENSMUSG00000020634	22	0	2	7	Ubxn2a
ENSMUSG00000070427	1	0	1	3	Il18bp
ENSMUSG00000059149	1	0	18	10	Mfsd4a
ENSMUSG00000030091	10	0	2	0	Nup210
ENSMUSG00000013523	12	0	14	2	Bcas1
ENSMUSG00000030498	22	0	2	7	Gas2
ENSMUSG00000037722	3	0	10	5	Gnpnat1
ENSMUSG00000021590	12	0	17	2	Spata9
ENSMUSG00000021311	10	0	8	0	Mtr
ENSMUSG00000030751	22	0	10	5	Psma1
ENSMUSG00000101483	12	0	17	2	1700016L21Rik|Gm38673
ENSMUSG00000040174	10	0	8	0	Alkbh3
ENSMUSG00000045102	12	0	4	1	Poln
ENSMUSG00000041923	12	0	17	2	Nol4
ENSMUSG00000042349	1	0	1	3	Ikbke
ENSMUSG00000000317	1	0	5	4	Bcl6b
ENSMUSG00000032212	10	0	8	0	Sltm
ENSMUSG00000036381	12	0	12	2	P2ry14|F630111L10Rik
ENSMUSG00000053279	7	0	11	9	Aldh1a1|E030003E18Rik
ENSMUSG00000087365	12	0	12	2	
ENSMUSG00000045817	10	0	2	0	Zfp36l2
ENSMUSG00000015312	1	0	12	4	Gadd45b
ENSMUSG00000038683	10	0	2	0	Pak1ip1
ENSMUSG00000022142	10	0	2	0	Nup155
ENSMUSG00000058427	12	0	14	2	Cxcl2
ENSMUSG00000038523	12	0	17	2	1700003F12Rik
ENSMUSG00000025903	24	0	7	6	Lypla1
ENSMUSG00000027581	12	0	6	1	Stmn3
ENSMUSG00000072825	10	0	2	0	Cep170b
ENSMUSG00000042607	12	0	13	2	Asb4
ENSMUSG00000020496	22	0	10	5	Rnf187
ENSMUSG00000037275	1	0	1	3	Gemin5
ENSMUSG00000048581	1	0	0	3	E130311K13Rik
ENSMUSG00000024944	15	0	18	10	Arl2
ENSMUSG00000020832	1	0	1	3	Eral1
ENSMUSG00000005237	12	0	4	1	Dnah2
ENSMUSG00000034674	1	0	5	4	Tdg
ENSMUSG00000086894	12	0	9	1	Gm15708
ENSMUSG00000020448	10	0	2	0	Rnf185
ENSMUSG00000042308	10	0	1	0	Setd1a
ENSMUSG00000040605	1	0	0	3	Bace2
ENSMUSG00000043441	12	0	3	1	Gpr149
ENSMUSG00000042195	12	0	6	1	Slc35f2
ENSMUSG00000048175	10	0	8	0	Asb8
ENSMUSG00000029557	1	0	0	3	Mrm2
ENSMUSG00000020661	10	0	2	0	Dnmt3a
ENSMUSG00000017715	1	0	1	3	Pgs1
ENSMUSG00000034402	12	0	3	1	Kcnh5
ENSMUSG00000007594	1	0	5	4	Hapln4
ENSMUSG00000037594	12	0	4	1	Clba1
ENSMUSG00000040852	1	0	5	4	Plekhh2
ENSMUSG00000037188	12	0	4	1	Grhl3
ENSMUSG00000030374	10	0	8	0	Strn4
ENSMUSG00000063446	12	0	12	2	Plppr1
ENSMUSG00000031919	12	0	4	1	Tmed6
ENSMUSG00000020709	10	0	8	0	Adap2
ENSMUSG00000028673	3	0	10	5	Fuca1
ENSMUSG00000026620	1	0	5	4	Mark1
ENSMUSG00000014077	3	0	7	6	Chp1
ENSMUSG00000043496	12	0	4	1	Tril
ENSMUSG00000085184	12	0	9	1	4933439K11Rik
ENSMUSG00000024871	12	0	12	2	Doc2g
ENSMUSG00000038604	1	0	0	3	Ripor1
ENSMUSG00000083282	10	0	8	0	Ctsf
ENSMUSG00000105987	12	0	9	1	
ENSMUSG00000065686	10	0	5	0	
ENSMUSG00000014592	15	0	18	10	Camta1
ENSMUSG00000045210	3	0	10	5	Vcpip1
ENSMUSG00000045374	22	0	10	5	Wdr81
ENSMUSG00000074030	1	0	1	3	Exoc8
ENSMUSG00000066306	3	0	10	5	Numa1
ENSMUSG00000075706	11	0	11	13	Gpx4
ENSMUSG00000025537	15	0	19	11	Phkg1
ENSMUSG00000029994	22	0	10	5	Anxa4
ENSMUSG00000033751	10	0	8	0	Gadd45gip1
ENSMUSG00000040990	15	0	18	10	Sh3kbp1
ENSMUSG00000055762	17	0	10	8	Eef1d
ENSMUSG00000020216	15	0	19	11	Jsrp1
ENSMUSG00000020185	12	0	4	1	E2f7
ENSMUSG00000026141	12	0	6	1	Col19a1
ENSMUSG00000006456	1	0	1	3	Rbm14
ENSMUSG00000045237	10	0	1	0	Eola1
ENSMUSG00000004865	10	0	8	0	Srpk1
ENSMUSG00000040918	3	0	7	6	Slc19a2
ENSMUSG00000036555	1	0	0	3	Iqce
ENSMUSG00000019179	8	0	16	12	Mdh2
ENSMUSG00000049932	12	0	12	2	H2ax
ENSMUSG00000039208	1	0	5	4	Metrnl
ENSMUSG00000021038	1	0	1	3	Vipas39
ENSMUSG00000058396	10	0	2	0	Gpr182
ENSMUSG00000071862	12	0	3	1	Lrrtm2
ENSMUSG00000032422	10	0	8	0	Snx14
ENSMUSG00000073956	12	0	17	2	Or52j3
ENSMUSG00000069041	12	0	9	1	Slc25a31
ENSMUSG00000020740	1	0	0	3	Gga3
ENSMUSG00000094559	12	0	17	2	Cyp2d34
ENSMUSG00000020736	1	0	8	4	Nt5c
ENSMUSG00000003541	12	0	12	2	Ier3
ENSMUSG00000117924	10	0	8	0	Tmem223
ENSMUSG00000097924	12	0	17	2	
ENSMUSG00000019865	12	0	17	2	Nmbr|1700016L04Rik
ENSMUSG00000027894	12	0	14	2	Slc6a17
ENSMUSG00000044254	10	0	8	0	Pcsk9
ENSMUSG00000038936	15	0	0	14	Sccpdh
ENSMUSG00000030159	10	0	1	0	Clec1b
ENSMUSG00000043286	12	0	17	2	Pnpla1
ENSMUSG00000085862	12	0	9	1	Gm13483
ENSMUSG00000036856	1	0	5	4	Wnt4
ENSMUSG00000005871	3	0	7	6	Apc
ENSMUSG00000090061	12	0	4	1	Nwd2
ENSMUSG00000089857	1	0	5	4	Zfp882
ENSMUSG00000034412	1	0	0	3	Tbc1d10a
ENSMUSG00000039967	22	0	10	5	Zfp292
ENSMUSG00000021403	12	0	9	1	Serpinb9b
ENSMUSG00000027405	10	0	1	0	Nop56
ENSMUSG00000117872	12	0	17	2	A530088E08Rik
ENSMUSG00000025592	12	0	12	2	Dach2
ENSMUSG00000036501	10	0	2	0	Fam13b
ENSMUSG00000118261	12	0	3	1	
ENSMUSG00000053128	1	0	0	3	Rnf26
ENSMUSG00000014980	1	0	0	3	Tsen15
ENSMUSG00000022905	22	0	10	5	Kpna1
ENSMUSG00000003934	12	0	9	1	Efnb3
ENSMUSG00000079014	12	0	12	2	Serpina3i
ENSMUSG00000058454	10	0	2	0	Dhcr7
ENSMUSG00000030774	15	0	19	11	Pak1
ENSMUSG00000030117	12	0	9	1	Gdf3
ENSMUSG00000085786	12	0	4	1	
ENSMUSG00000038628	10	0	1	0	Polr3k
ENSMUSG00000000049	20	0	11	9	Apoh
ENSMUSG00000049047	10	0	8	0	Armcx3
ENSMUSG00000027870	3	0	7	6	Hao2
ENSMUSG00000075102	12	0	3	1	Or4c116
ENSMUSG00000015290	22	0	2	7	Ubl4a|Gm44504
ENSMUSG00000006941	1	0	1	3	Eif1b
ENSMUSG00000032808	24	0	7	6	Cyp2c38
ENSMUSG00000061517	12	0	15	2	Sox21
ENSMUSG00000093044	12	0	12	2	Snord8
ENSMUSG00000051727	12	0	9	1	Kctd14
ENSMUSG00000022871	24	0	7	6	Fetub
ENSMUSG00000039115	22	0	2	7	Itga9
ENSMUSG00000031312	15	0	19	11	Itgb1bp2
ENSMUSG00000020882	15	0	19	11	Cacnb1
ENSMUSG00000037750	1	0	1	3	Fam222b
ENSMUSG00000058952	7	0	11	9	Cfi
ENSMUSG00000031352	10	0	1	0	Hccs
ENSMUSG00000026657	1	0	1	3	Frmd4a
ENSMUSG00000087107	1	0	5	4	AI662270
ENSMUSG00000093973	12	0	3	1	Mrgpra2a
ENSMUSG00000024986	10	0	2	0	Hhex
ENSMUSG00000041653	1	0	12	4	Pnpla3
ENSMUSG00000029655	22	0	10	5	N4bp2l2
ENSMUSG00000030275	3	0	10	5	Etnk1
ENSMUSG00000027338	12	0	6	1	Prnd
ENSMUSG00000056919	1	0	0	3	Cep162
ENSMUSG00000030890	22	0	2	7	Ilk
ENSMUSG00000074595	12	0	9	1	Wfdc6a
ENSMUSG00000003779	12	0	12	2	Kif20a
ENSMUSG00000036622	1	0	1	3	Atp13a2
ENSMUSG00000005611	1	0	5	4	Irag1
ENSMUSG00000015488	10	0	8	0	Cacfd1
ENSMUSG00000031583	10	0	8	0	Wrn
ENSMUSG00000003452	1	0	12	4	Bicd1
ENSMUSG00000042250	12	0	3	1	Pglyrp4
ENSMUSG00000039577	12	0	9	1	Nphp4
ENSMUSG00000038650	3	0	10	5	Rnh1
ENSMUSG00000079104	10	0	8	0	Prps1l3
ENSMUSG00000040752	15	0	16	12	Myh6
ENSMUSG00000044276	12	0	9	1	4933427E11Rik
ENSMUSG00000028329	1	0	1	3	Xpa
ENSMUSG00000038375	17	0	7	8	Trp53inp2
ENSMUSG00000008489	12	0	9	1	Elavl2
ENSMUSG00000034484	22	0	10	5	Snx2
ENSMUSG00000057411	10	0	8	0	Antkmt
ENSMUSG00000066057	1	0	5	4	Gm1976
ENSMUSG00000026433	1	0	1	3	Rab29
ENSMUSG00000030854	12	0	17	2	Ptpn5
ENSMUSG00000024286	3	0	10	5	Ccny
ENSMUSG00000005628	15	0	16	12	Tmod4
ENSMUSG00000074796	12	0	9	1	Slc4a11
ENSMUSG00000042428	12	0	4	1	Mgat3
ENSMUSG00000050555	12	0	12	2	Hyls1
ENSMUSG00000040017	18	0	11	9	Saa4
ENSMUSG00000040612	3	0	10	5	Ildr2
ENSMUSG00000095325	1	0	0	3	Zfp870
ENSMUSG00000079355	12	0	4	1	Ackr4
ENSMUSG00000060950	1	0	5	4	Trmt61a
ENSMUSG00000050394	12	0	12	2	Armcx6
ENSMUSG00000029426	24	0	7	6	Scarb2
ENSMUSG00000044034	12	0	9	1	Npb
ENSMUSG00000042401	12	0	3	1	Crtac1
ENSMUSG00000072258	1	0	5	4	Taf1a
ENSMUSG00000043384	1	0	1	3	Gprasp1
ENSMUSG00000017830	1	0	0	3	Dhx58
ENSMUSG00000023026	10	0	8	0	Dip2b
ENSMUSG00000028549	1	0	5	4	Itgb3bp
ENSMUSG00000037977	1	0	18	10	6430571L13Rik
ENSMUSG00000022439	12	0	12	2	Parvg
ENSMUSG00000021506	12	0	15	2	Pitx1
ENSMUSG00000033712	10	0	8	0	Ccar2
ENSMUSG00000027510	15	0	19	11	Rbm38
ENSMUSG00000021583	17	0	7	8	Erap1
ENSMUSG00000029784	12	0	9	1	Ssmem1
ENSMUSG00000061653	12	0	3	1	Vmn1r46
ENSMUSG00000028542	10	0	8	0	Slc6a9
ENSMUSG00000027670	12	0	4	1	Ocstamp
ENSMUSG00000044948	12	0	17	2	Cfap43
ENSMUSG00000022064	1	0	0	3	Pibf1
ENSMUSG00000033634	2	0	11	13	Nat8f2
ENSMUSG00000026849	10	0	2	0	Tor1a
ENSMUSG00000085891	12	0	17	2	Gm14634
ENSMUSG00000075229	22	0	2	7	Mix23
ENSMUSG00000046840	12	0	12	2	Hnf4aos
ENSMUSG00000043065	1	0	5	4	Spice1
ENSMUSG00000033107	22	0	2	7	Rnf125
ENSMUSG00000086918	12	0	9	1	4930429F24Rik
ENSMUSG00000004317	1	0	1	3	Clcn5
ENSMUSG00000024215	12	0	17	2	Spdef
ENSMUSG00000004100	1	0	0	3	Ppan
ENSMUSG00000022533	24	0	7	6	Atp13a3
ENSMUSG00000003190	1	0	5	4	Bcl2l12
ENSMUSG00000034839	12	0	14	2	Larp6
ENSMUSG00000022711	10	0	2	0	Pmm2
ENSMUSG00000015522	10	0	2	0	Arnt
ENSMUSG00000030889	12	0	9	1	Vwa3a
ENSMUSG00000038859	10	0	2	0	Baiap2l1
ENSMUSG00000057069	10	0	2	0	Ero1b
ENSMUSG00000032504	3	0	10	5	Pdcd6ip
ENSMUSG00000032402	10	0	8	0	Smad3
ENSMUSG00000051527	12	0	14	2	Usp29
