tissue	term	screen_display_label	candidate_reason	absolute_effect_rank_active	within_tissue_magnitude_percentile	mean_accession_effect	primary_direction_accessions	primary_direction_agreement	sensitivity_analysis	sensitivity_effect	sensitivity_direction_preserved	sensitivity_magnitude_ratio	meta_fdr	maximum_leave_one_out_fdr	pathway_genes_measured	pathway_genes_pooled_fdr_lt_005	pathway_gene_support_fraction	significant_genes_same_direction	significant_genes_opposite_direction	opposite_nested_program	opposite_nested_terms	maximum_opposite_nested_overlap_coefficient	family_id	process_family	family_literature_role	family_narrative_decision	family_representative	pathway_review_disposition	family_synthesis	family_supporting_references	family_caution	curated_for_main_figures	evidence_role
skin	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	Developmental Biology	top_decile_magnitude	2.0	0.9965635738831616	-0.8333855167567784	4	0.6666666666666666	four-project paired-site balance	-1.0522228753270868	True	1.2625883869711831	0.1440959794358279	0.528895151692225	192	21	0.109375	15	6	False			epidermal_development	Epidermal differentiation and regeneration	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower keratinization, developmental, Hedgehog, and neural-development programs support reduced epidermal differentiation and regenerative-niche activity.	12;13;15	The broad developmental term combines multiple compartments, and sphingolipid score is not a direct ceramide measurement.	False	
skin	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	Chromatin-modifying enzymes	top_decile_magnitude;prespecified_main_review	3.0	0.993127147766323	-0.6630485382809012	4	0.6666666666666666	four-project paired-site balance	-0.8364968210299375	True	1.2615921350173533	0.1260726325996702	0.4946250928234764	44	2	0.045454545454545456	2	0	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	True	representative	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	True	complementary
skin	R-MMU-190828_GAP_JUNCTION_TRAFFICKING	Gap-junction trafficking	top_decile_magnitude;prespecified_main_review	4.0	0.9896907216494846	-0.4075693501595991	4	0.6666666666666666	four-project paired-site balance	-0.5283236781276561	True	1.2962792170725574	0.1759027282024568	0.5386095642542073	17	3	0.17647058823529413	3	0	False			communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	True	representative	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	True	complementary
skin	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	Metabolism Of Nucleotides	top_decile_magnitude	5.0	0.986254295532646	-0.3722448178024553	4	0.6666666666666666	four-project paired-site balance	-0.4676069513321047	True	1.2561812252823805	0.1154209793099086	0.4893989535288366	21	1	0.047619047619047616	1	0	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	False	
skin	R-MMU-397014_MUSCLE_CONTRACTION	Muscle Contraction	top_decile_magnitude;stable_rank_40_extension	6.0	0.9828178694158076	0.3388753469586921	5	0.8333333333333334	four-project paired-site balance	0.356080994441826	True	1.050772791935293	0.2131745688093216	0.580498600087103	65	4	0.06153846153846154	4	0	False			cutaneous_muscle	Cutaneous striated muscle	aligned	add_aligned_context	True	representative	Higher muscle and striated-muscle contraction scores recover the known panniculus-carnosus response in full-thickness mouse skin.	12;15	This is a skin-compartment signal, not evidence that epidermal cells acquired a muscle program; the direction is not universal across all projects.	False	
skin	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	Regulation Of CDH1 Expression And Function	top_decile_magnitude	7.0	0.979381443298969	-0.3363073966678983	4	0.6666666666666666	four-project paired-site balance	-0.4465600384928828	True	1.3278329377151892	0.2355596019280596	0.6232732197957577	44	0	0.0	0	0	False			communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	False	
skin	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	Visual Phototransduction	top_decile_magnitude	8.0	0.9759450171821306	-0.3253856787875864	4	0.6666666666666666	four-project paired-site balance	-0.4372795832224149	True	1.3438808519531478	0.1190090234383542	0.4893989535288366	28	4	0.14285714285714285	4	0	False			sensory_broad	Sensory and broad signaling labels	not_interpretable	exclude	True	representative	Visual, neuronal, potassium-channel, NRAGE-JNK, and broad GPCR labels do not form a specific skin-spaceflight mechanism.	15	Cutaneous sensory cells exist, but these aggregate labels cannot localize them and include tissue-incongruent annotation.	False	
skin	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	Peptide Hormone Metabolism	top_decile_magnitude	9.0	0.972508591065292	0.3060397674559542	4	0.6666666666666666	four-project paired-site balance	0.3835384517886031	True	1.2532307646711391	0.0677005699518935	0.4893989535288366	16	1	0.0625	0	1	False			detox_endocrine	Detoxification and endocrine metabolism	context_sensitive	revise_existing_claim	False	family_support_or_redundant_child	Lower broad phase-II conjugation contrasts with higher nested glutathione-conjugation, peptide-hormone, and steroid-metabolism scores; no uniform detoxification direction is supported.	14	Glutathione conjugation is fully nested in phase-II conjugation and the two latent scores are strongly anticorrelated, so branch-specific mechanistic claims are not identifiable here.	False	
skin	R-MMU-1640170_CELL_CYCLE	Cell Cycle	top_decile_magnitude	10.0	0.9690721649484536	-0.2976118738024719	3	0.5	four-project paired-site balance	-0.3787196125446171	True	1.2725285712087457	0.2019612207392832	0.580498600087103	115	24	0.20869565217391303	23	1	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	False	
skin	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	DNA Damage Telomere Stress Induced Senescence	top_decile_magnitude	11.0	0.9656357388316152	-0.2967809406650893	3	0.5	four-project paired-site balance	-0.4234292020452351	True	1.426739874522689	0.2742721759379407	0.6575508932814252	33	1	0.030303030303030304	1	0	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	False	
skin	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	Striated Muscle Contraction	top_decile_magnitude;stable_rank_40_extension	12.0	0.9621993127147768	0.2967009345888708	5	0.8333333333333334	four-project paired-site balance	0.2822022617822963	True	0.9511337137287252	0.4553695752024927	0.711990142428167	24	0	0.0	0	0	False			cutaneous_muscle	Cutaneous striated muscle	aligned	add_aligned_context	False	family_support_or_redundant_child	Higher muscle and striated-muscle contraction scores recover the known panniculus-carnosus response in full-thickness mouse skin.	12;15	This is a skin-compartment signal, not evidence that epidermal cells acquired a muscle program; the direction is not universal across all projects.	False	
skin	R-MMU-156590_GLUTATHIONE_CONJUGATION	Glutathione Conjugation	top_decile_magnitude	13.0	0.9587628865979382	0.2913721746831193	4	0.6666666666666666	four-project paired-site balance	0.363769904437621	True	1.2484716662915307	0.1186684585800522	0.4893989535288366	17	1	0.058823529411764705	0	1	True	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	1.0	detox_endocrine	Detoxification and endocrine metabolism	context_sensitive	revise_existing_claim	False	family_support_or_redundant_child	Lower broad phase-II conjugation contrasts with higher nested glutathione-conjugation, peptide-hormone, and steroid-metabolism scores; no uniform detoxification direction is supported.	14	Glutathione conjugation is fully nested in phase-II conjugation and the two latent scores are strongly anticorrelated, so branch-specific mechanistic claims are not identifiable here.	False	
skin	R-MMU-4839726_CHROMATIN_ORGANIZATION	Chromatin Organization	top_decile_magnitude	14.0	0.9553264604810996	-0.2879150712740431	4	0.6666666666666666	four-project paired-site balance	-0.3824080540655469	True	1.3281974172917248	0.1651648685137424	0.5386095642542073	52	3	0.057692307692307696	2	1	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	False	
skin	R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	Fcgamma Receptor Fcgr Dependent Phagocytosis	top_decile_magnitude;stable_rank_40_extension	15.0	0.9518900343642612	0.2836183370042355	5	0.8333333333333334	four-project paired-site balance	0.3100113618811007	True	1.0930582456538098	0.1782904167145542	0.528895151692225	21	1	0.047619047619047616	0	1	False			innate_phagocytosis	Innate immune and phagocytic response	aligned	add_aligned_context	True	representative	Higher Fc-receptor phagocytosis and broad innate-immune scores recover a known inflammatory and immune component of flight-exposed skin.	12;13	Whole-skin scores can reflect immune-cell abundance and do not establish activation within keratinocytes.	False	
skin	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	Copi Dependent Golgi To ER Retrograde Traffic	top_decile_magnitude	16.0	0.9484536082474226	-0.2729868426746412	4	0.6666666666666666	four-project paired-site balance	-0.3499992613484516	True	1.2821103681015042	0.1782904167145542	0.5386095642542073	25	7	0.28	7	0	False			protein_processing	Secretory trafficking and protein processing	context_sensitive	supplement_only	True	representative	Lower COPI and N-linked-glycosylation scores contrast with higher broad post-translational modification, preventing a coherent process-level direction.	12	These programs are broad and do not measure protein-processing flux.	False	
skin	R-MMU-68886_M_PHASE	M Phase	top_decile_magnitude	17.0	0.9450171821305842	-0.2715551212136453	3	0.5	four-project paired-site balance	-0.335677279531579	True	1.2361294385882187	0.1765732557909142	0.5386095642542073	77	13	0.16883116883116883	13	0	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	False	
skin	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	Signaling By Rho GTPases	top_decile_magnitude;stable_rank_40_extension	18.0	0.9415807560137456	-0.2601285887293991	5	0.8333333333333334	four-project paired-site balance	-0.330613533274023	True	1.2709619303626272	0.0965949315262795	0.4893989535288366	150	20	0.13333333333333333	14	6	True	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.8846153846153846	communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	False	
skin	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	Asparagine N Linked Glycosylation	top_decile_magnitude	19.0	0.9381443298969072	-0.2577938717961678	4	0.6666666666666666	four-project paired-site balance	-0.310960433661234	True	1.2062367173223725	0.148214202680238	0.528895151692225	31	3	0.0967741935483871	0	3	True	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1.0	protein_processing	Secretory trafficking and protein processing	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower COPI and N-linked-glycosylation scores contrast with higher broad post-translational modification, preventing a coherent process-level direction.	12	These programs are broad and do not measure protein-processing flux.	False	
skin	R-MMU-73894_DNA_REPAIR	DNA repair	top_decile_magnitude;prespecified_main_review	20.0	0.9347079037800688	-0.2570837021910508	3	0.5	four-project paired-site balance	-0.3204309184334197	True	1.2464069705799268	0.1708781764493657	0.528895151692225	41	6	0.14634146341463414	5	1	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	True	context_sensitive
skin	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	Intracellular Signaling By Second Messengers	top_decile_magnitude	21.0	0.9312714776632304	-0.2567768021338829	4	0.6666666666666666	four-project paired-site balance	-0.3038178056793597	True	1.1831980270591178	0.1708781764493657	0.528895151692225	51	2	0.0392156862745098	1	1	False			communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	False	
skin	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	Phase II detoxification	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	22.0	0.9278350515463918	-0.2548713580596757	5	0.8333333333333334	four-project paired-site balance	-0.3038900606160286	True	1.1923272309981399	0.0919252699310968	0.4893989535288366	29	1	0.034482758620689655	1	0	True	R-MMU-156590_GLUTATHIONE_CONJUGATION	1.0	detox_endocrine	Detoxification and endocrine metabolism	context_sensitive	revise_existing_claim	True	representative	Lower broad phase-II conjugation contrasts with higher nested glutathione-conjugation, peptide-hormone, and steroid-metabolism scores; no uniform detoxification direction is supported.	14	Glutathione conjugation is fully nested in phase-II conjugation and the two latent scores are strongly anticorrelated, so branch-specific mechanistic claims are not identifiable here.	True	context_sensitive
skin	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	Nervous System Development	top_decile_magnitude;stable_rank_40_extension	23.0	0.9243986254295532	-0.2525274931607178	5	0.8333333333333334	four-project paired-site balance	-0.305885129590319	True	1.2112943654639712	0.0812139611533344	0.4893989535288366	95	3	0.031578947368421054	1	2	False			epidermal_development	Epidermal differentiation and regeneration	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower keratinization, developmental, Hedgehog, and neural-development programs support reduced epidermal differentiation and regenerative-niche activity.	12;13;15	The broad developmental term combines multiple compartments, and sphingolipid score is not a direct ceramide measurement.	False	
skin	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	Negative Regulation Of CDH1 Gene Transcription	top_decile_magnitude	24.0	0.9209621993127148	-0.2449240993497919	3	0.5	four-project paired-site balance	-0.3480758886774024	True	1.4211581857459146	0.3697133227673354	0.7771733609878786	33	0	0.0	0	0	False			communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	False	
skin	R-MMU-168249_INNATE_IMMUNE_SYSTEM	Innate Immune System	top_decile_magnitude	25.0	0.9175257731958762	0.2434467673921363	4	0.6666666666666666	four-project paired-site balance	0.347682810341361	True	1.4281677019819474	0.2368643608300818	0.6016388152046126	245	12	0.04897959183673469	7	5	False			innate_phagocytosis	Innate immune and phagocytic response	aligned	add_aligned_context	False	family_support_or_redundant_child	Higher Fc-receptor phagocytosis and broad innate-immune scores recover a known inflammatory and immune component of flight-exposed skin.	12;13	Whole-skin scores can reflect immune-cell abundance and do not establish activation within keratinocytes.	False	
skin	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Post Translational Protein Modification	top_decile_magnitude;stable_rank_40_extension	26.0	0.9140893470790378	0.2386060951951974	5	0.8333333333333334	four-project paired-site balance	0.2852355431551699	True	1.1954243789196843	0.0812139611533344	0.4893989535288366	234	24	0.10256410256410256	14	10	True	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	1.0	protein_processing	Secretory trafficking and protein processing	context_sensitive	supplement_only	False	family_support_or_redundant_child	Lower COPI and N-linked-glycosylation scores contrast with higher broad post-translational modification, preventing a coherent process-level direction.	12	These programs are broad and do not measure protein-processing flux.	False	
skin	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	Hedgehog signaling	top_decile_magnitude;stable_rank_40_extension;prespecified_main_review	27.0	0.9106529209621992	-0.2357627724753543	5	0.8333333333333334	four-project paired-site balance	-0.2755319119165669	True	1.168682862962896	0.0919252699310968	0.4893989535288366	24	4	0.16666666666666666	1	3	False			epidermal_development	Epidermal differentiation and regeneration	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower keratinization, developmental, Hedgehog, and neural-development programs support reduced epidermal differentiation and regenerative-niche activity.	12;13;15	The broad developmental term combines multiple compartments, and sphingolipid score is not a direct ceramide measurement.	True	complementary
skin	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	Mitotic G2 G2 M Phases	top_decile_magnitude;stable_rank_40_extension	28.0	0.9072164948453608	-0.2228965274992246	5	0.8333333333333334	four-project paired-site balance	-0.2780680151282562	True	1.247520624246708	0.1214326400058331	0.4893989535288366	29	7	0.2413793103448276	6	1	False			genome_regulation	Chromatin, proliferation, and genome maintenance	context_sensitive	existing_support_axis	False	family_support_or_redundant_child	Chromatin, nucleotide, cell-cycle, senescence, and DNA-repair scores are predominantly lower and reinforce a reduced regulatory and proliferative state.	12;13	Several terms divide three versus three across accessions, so the family is a protocol-qualified state rather than a universal repair defect.	False	
skin	R-MMU-9012999_RHO_GTPASE_CYCLE	Rho GTPase Cycle	top_decile_magnitude	29.0	0.9037800687285223	-0.2222503375315922	4	0.6666666666666666	four-project paired-site balance	-0.2742856285912015	True	1.234129188002752	0.0812139611533344	0.4893989535288366	108	13	0.12037037037037036	8	5	True	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.8846153846153846	communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	False	
skin	R-MMU-8957322_METABOLISM_OF_STEROIDS	Metabolism Of Steroids	top_decile_magnitude;stable_rank_40_extension	30.0	0.9003436426116839	0.22042618261656	5	0.8333333333333334	four-project paired-site balance	0.2859468586243351	True	1.2972454325979546	0.1154209793099086	0.4893989535288366	29	2	0.06896551724137931	1	1	False			detox_endocrine	Detoxification and endocrine metabolism	context_sensitive	revise_existing_claim	False	family_support_or_redundant_child	Lower broad phase-II conjugation contrasts with higher nested glutathione-conjugation, peptide-hormone, and steroid-metabolism scores; no uniform detoxification direction is supported.	14	Glutathione conjugation is fully nested in phase-II conjugation and the two latent scores are strongly anticorrelated, so branch-specific mechanistic claims are not identifiable here.	False	
skin	R-MMU-112316_NEURONAL_SYSTEM	Neuronal System	stable_rank_40_extension	33.0	0.8900343642611683	0.2147484656348572	5	0.8333333333333334	four-project paired-site balance	0.227062092208599	True	1.0573397650937306	0.1154209793099086	0.4893989535288366	51	2	0.0392156862745098	2	0	False			sensory_broad	Sensory and broad signaling labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Visual, neuronal, potassium-channel, NRAGE-JNK, and broad GPCR labels do not form a specific skin-spaceflight mechanism.	15	Cutaneous sensory cells exist, but these aggregate labels cannot localize them and include tissue-incongruent annotation.	False	
skin	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	Nrage Signals Death Through Jnk	stable_rank_40_extension	35.0	0.8831615120274914	0.2090524278637222	5	0.8333333333333334	four-project paired-site balance	0.2286085033345606	True	1.0935462729166996	0.0998005999856283	0.4893989535288366	15	2	0.13333333333333333	1	1	True	R-MMU-194315_SIGNALING_BY_RHO_GTPASES;R-MMU-9012999_RHO_GTPASE_CYCLE	0.8846153846153846	sensory_broad	Sensory and broad signaling labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Visual, neuronal, potassium-channel, NRAGE-JNK, and broad GPCR labels do not form a specific skin-spaceflight mechanism.	15	Cutaneous sensory cells exist, but these aggregate labels cannot localize them and include tissue-incongruent annotation.	False	
skin	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	GPCR Downstream Signalling	stable_rank_40_extension	38.0	0.872852233676976	0.2034714395089049	5	0.8333333333333334	four-project paired-site balance	0.2466820931945442	True	1.212367169514954	0.1154209793099086	0.4893989535288366	142	12	0.08450704225352113	8	4	False			sensory_broad	Sensory and broad signaling labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Visual, neuronal, potassium-channel, NRAGE-JNK, and broad GPCR labels do not form a specific skin-spaceflight mechanism.	15	Cutaneous sensory cells exist, but these aggregate labels cannot localize them and include tissue-incongruent annotation.	False	
skin	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	Cell-cell junction organization	stable_rank_40_extension;prespecified_main_review	39.0	0.8694158075601375	-0.196829532122068	5	0.8333333333333334	four-project paired-site balance	-0.2530908066551474	True	1.2858375667843776	0.0919252699310968	0.4893989535288366	69	4	0.057971014492753624	1	3	False			communication_adhesion	Cell communication, adhesion, and cytoskeleton	complementary	existing_core_axis	False	family_support_or_redundant_child	Lower gap-junction, CDH1, Rho-family, second-messenger, and cell-junction scores form a coherent lower tissue-coordination family.	13;16	The result does not identify a specific skin layer or prove reduced functional junctional coupling.	True	aligned
skin	R-MMU-1296071_POTASSIUM_CHANNELS	Potassium Channels	stable_rank_40_extension	40.0	0.865979381443299	0.1953992213505085	5	0.8333333333333334	four-project paired-site balance	0.2257033555412805	True	1.155088305784045	0.0677005699518935	0.4893989535288366	15	1	0.06666666666666667	1	0	False			sensory_broad	Sensory and broad signaling labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Visual, neuronal, potassium-channel, NRAGE-JNK, and broad GPCR labels do not form a specific skin-spaceflight mechanism.	15	Cutaneous sensory cells exist, but these aggregate labels cannot localize them and include tissue-incongruent annotation.	False	
skin	R-MMU-428157_SPHINGOLIPID_METABOLISM	Sphingolipid metabolism	prespecified_main_review	42.0	0.8591065292096219	-0.1943057259062245	4	0.6666666666666666	four-project paired-site balance	-0.2782457200162181	True	1.4319995909462009	0.1651648685137424	0.5172621400681979	28	3	0.10714285714285714	2	1	False			epidermal_development	Epidermal differentiation and regeneration	aligned	existing_core_axis	False	family_support_or_redundant_child	Lower keratinization, developmental, Hedgehog, and neural-development programs support reduced epidermal differentiation and regenerative-niche activity.	12;13;15	The broad developmental term combines multiple compartments, and sphingolipid score is not a direct ceramide measurement.	True	complementary
soleus	R-MMU-168256_IMMUNE_SYSTEM	Immune-system signaling	top_decile_magnitude;prespecified_main_review	1.0	1.0	0.4354141866666667	1	0.5	exclude OSD-714	-0.0202792616666665	False	0.04657464613616593	0.6769340235166685	0.9679962222302182	514	19	0.03696498054474708	5	14	True	R-MMU-913531_INTERFERON_SIGNALING;R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1.0	immune_inflammatory	Immune and cytokine programs	context_sensitive	existing_context	True	representative	Broad immune and neutrophil scores are driven by the confounded accession, whereas interferon and cytokine scores are lower across the restricted comparison.	24;27	Nested immune programs point in opposite directions and cannot support a universal inflammatory claim.	True	context_sensitive
soleus	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	Formation Of The Cornified Envelope	top_decile_magnitude;stable_rank_40_extension	2.0	0.9966101694915256	0.4029332148148146	2	1.0	exclude OSD-714	0.3474274541666663	True	0.8622457553576011	0.3302720395065772	0.7053227465835571	22	0	0.0	0	0	False			epithelial_incongruent	Cornified-envelope and keratin labels	not_interpretable	exclude	True	representative	Cornified-envelope and keratinization scores are tissue-incongruent for dissected soleus and are not interpreted as muscle biology.		The signal could reflect dissection contamination, shared structural genes, or model annotation rather than a muscle mechanism.	False	
soleus	R-MMU-372790_SIGNALING_BY_GPCR	Signaling By GPCR	top_decile_magnitude	3.0	0.9932203389830508	0.3473075108333334	0	0.0	exclude OSD-714	-0.1651946351666663	False	0.47564371634318103	0.8283216317321356	0.8660549902450211	155	6	0.03870967741935484	2	4	True	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS;R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	1.0	broad_gpcr_cytoskeleton	Broad GPCR and Rho-family signaling	context_sensitive	supplement_only	False	family_support_or_redundant_child	Broad GPCR and Rho-family parents move in accession-sensitive or opposing directions and do not define the lower trophic subfamily.	24;25	Class-A receptors and G-alpha-i are nested within the GPCR parent, while the broad Rho term changes direction after restriction.	False	
soleus	R-MMU-1640170_CELL_CYCLE	Cell Cycle	top_decile_magnitude	4.0	0.9898305084745764	0.3384807299999999	1	0.5	exclude OSD-714	0.0276846116666664	True	0.0817908058360262	0.6381349539578308	0.9281410167217984	123	2	0.016260162601626018	1	1	False			growth_damage	Growth, apoptosis, and DNA-damage response	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher apoptosis and DNA-repair scores persist after restriction, while broad cell-cycle and MLL3-MLL4 scores remain accession sensitive.	24;25	The family combines distinct processes and does not establish myofiber apoptosis or repair activity.	False	
soleus	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	Epigenetic Regulation Of Gene Expression By Mll3 And Mll4 Complexes	top_decile_magnitude	5.0	0.9864406779661016	0.2683527891111111	1	0.5	exclude OSD-714	0.0790651745	True	0.29463146167362236	0.6703667886028148	0.8994716196255789	36	0	0.0	0	0	False			growth_damage	Growth, apoptosis, and DNA-damage response	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher apoptosis and DNA-repair scores persist after restriction, while broad cell-cycle and MLL3-MLL4 scores remain accession sensitive.	24;25	The family combines distinct processes and does not establish myofiber apoptosis or repair activity.	False	
soleus	R-MMU-109581_APOPTOSIS	Apoptosis	top_decile_magnitude;stable_rank_40_extension	6.0	0.9830508474576272	0.2637189536111112	2	1.0	exclude OSD-714	0.0766922083333334	True	0.2908103770441403	0.3719157898411998	0.664780461236538	22	0	0.0	0	0	False			growth_damage	Growth, apoptosis, and DNA-damage response	context_sensitive	supplement_only	False	family_support_or_redundant_child	Higher apoptosis and DNA-repair scores persist after restriction, while broad cell-cycle and MLL3-MLL4 scores remain accession sensitive.	24;25	The family combines distinct processes and does not establish myofiber apoptosis or repair activity.	False	
soleus	R-MMU-6805567_KERATINIZATION	Keratinization	top_decile_magnitude;stable_rank_40_extension	7.0	0.9796610169491524	0.2595322945481482	2	1.0	exclude OSD-714	0.2785898791833333	True	1.073430494144726	0.0690397201790442	0.5887293917007417	22	0	0.0	0	0	False			epithelial_incongruent	Cornified-envelope and keratin labels	not_interpretable	exclude	False	excluded_tissue_incongruent_or_nonspecific	Cornified-envelope and keratinization scores are tissue-incongruent for dissected soleus and are not interpreted as muscle biology.		The signal could reflect dissection contamination, shared structural genes, or model annotation rather than a muscle mechanism.	False	
