review_row	term	observed_direction	reviewed_category	literature_alignment	direction_assessment	confidence	rationale	citations
77	R-MMU-8978868_FATTY_ACID_METABOLISM	FLT_down	blue_plausible_complementary	Fatty-acid metabolism is a replicated liver spaceflight theme, but individual synthesis, oxidation, and storage arms can move in different directions.	Partially aligned as dysregulation: FLT_down still indicates lipid remodeling, but not the canonical activation/lipotoxicity framing.	medium	The pathway is directly relevant, while the corrected decrease requires a more cautious direction claim.	Beheshti2019;Jonscher2016;Li2026
78	R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	FLT_up	green_prior_aligned	Space radiation and spaceflight studies support DNA damage and repair responses.	Aligned: FLT_up fits DNA repair activation under spaceflight radiation/oxidative stress.	medium	Homology-directed repair is a specific DNA damage response compatible with spaceflight genomic stress.	Luxton2020;daSilveira2020
79	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	FLT_up	orange_uncertain_no_direct_support	Spaceflight alters transcription broadly, but RNA Pol II transcription is too generic for directional liver interpretation.	Uncertain: FLT_up reflects global expression remodeling rather than a supported pathway direction.	low	The term lacks biological specificity for a literature-aligned color.	Ilangovan2024;daSilveira2020
80	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	FLT_down	orange_uncertain_no_direct_support	Elastic-fibre-associated molecules are ECM-adjacent, but decreased signal has no direct liver spaceflight support.	Uncertain: FLT_down is weakly interpretable.	low	The corrected direction does not strengthen the indirect ECM interpretation.	Jonscher2016;Friedman2008
81	R-MMU-69278_CELL_CYCLE_MITOTIC	FLT_up	green_prior_aligned	Spaceflight multi-omics reports cell-cycle pathway changes, and liver injury repair can engage mitotic programs.	Aligned: FLT_up fits stress/repair-associated cell-cycle remodeling.	medium	Mitotic cell-cycle activation is compatible with published spaceflight cell-cycle signatures.	daSilveira2020;Vinken2022
82	R-MMU-1442490_COLLAGEN_DEGRADATION	FLT_down	orange_uncertain_no_direct_support	Collagen degradation is plausible in ECM turnover, but a decreased score is not directionally established in liver spaceflight work.	Uncertain: FLT_down could mean reduced turnover rather than active remodeling.	medium	The pathway remains ECM-relevant but directionally unsupported.	Jonscher2016;Friedman2008
83	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	FLT_up	blue_plausible_complementary	Spaceflight produces proteotoxic, oxidative, and stress-response signatures, but heat-stress specificity is indirect.	Partially aligned: FLT_up fits stress-protein biology, not literal heat exposure.	medium	Heat-stress Reactome genes overlap with proteostasis stress, which is reported in spaceflight liver.	Blaber2017;daSilveira2020
84	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	FLT_up	blue_plausible_complementary	ECM turnover is plausible downstream of hepatic stellate activation and spaceflight liver injury.	Partially aligned: FLT_up fits tissue remodeling but direct direction is indirect.	medium	ECM degradation is a reasonable complementary remodeling signal after lipotoxic/inflammatory injury.	Jonscher2016;Friedman2008;Vinken2022
85	R-MMU-913531_INTERFERON_SIGNALING	FLT_down	blue_plausible_complementary	Spaceflight immune literature includes immune dysfunction and altered interferon programs, but liver direction is mixed.	Partially aligned: FLT_down is plausible for immune suppression, though not the inflammatory IFN activation model.	medium	The corrected decrease supports a suppression interpretation rather than a direct prior up-call.	Kim2024;daSilveira2020;Crucian2018
86	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	FLT_down	orange_uncertain_no_direct_support	GPCR downstream signaling is broad and lacks a specific liver spaceflight direction.	Uncertain: FLT_down could represent many unrelated receptors.	low	The term is not specific enough for a confident literature call.	Mathyk2024;Vinken2022
87	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	FLT_up	green_prior_aligned	Spaceflight immune dysregulation and liver inflammation support chemokine/cytokine signaling.	Aligned: FLT_up is consistent with inflammatory chemokine pathway engagement.	medium	Chemokine receptor signaling is a close immune-inflammation mechanism in spaceflight stress.	Crucian2018;Kim2024;Vinken2022
88	R-MMU-166658_COMPLEMENT_CASCADE	FLT_down	orange_uncertain_no_direct_support	Complement is liver-relevant and immune-related, but reduced complement-cascade activity is not directly established in liver spaceflight studies.	Uncertain/mixed: FLT_down may reflect immune suppression or composition shifts.	medium	The corrected decrease is plausible but not a strong direction-specific match.	Houerbi2024;Crucian2018
89	R-MMU-392499_METABOLISM_OF_PROTEINS	FLT_down	orange_uncertain_no_direct_support	Liver spaceflight work supports altered proteostasis, autophagy, and protein turnover, but reduced total protein metabolism is broad.	Uncertain/conflicting: FLT_down does not match a simple proteostasis activation interpretation.	medium	The pathway is direct but too broad for a confident decreased-direction claim.	Blaber2017;Vitry2022
90	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	FLT_down	orange_uncertain_no_direct_support	G alpha i signaling is a broad GPCR submodule with no direct liver spaceflight direction.	Uncertain: FLT_down is receptor-family nonspecific.	low	The pathway is too generic to support a directional literature call.	Mathyk2024;Vinken2022
91	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	FLT_up	orange_uncertain_no_direct_support	Developmental biology is too broad and not a direct adult liver spaceflight pathway.	Uncertain: FLT_up is not interpretable as a specific prior-aligned direction.	low	The term aggregates many unrelated processes and lacks liver-specific support.	Ilangovan2024
92	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	FLT_up	blue_plausible_complementary	Liver spaceflight affects metabolites, xenobiotic handling, and transport, but this transport term is broad.	Partially aligned: FLT_up is plausible as hepatic transport remodeling.	medium	Small-molecule transport could reflect bile, amino-acid, and xenobiotic adaptation, but evidence is indirect.	Kurosawa2021;Moskaleva2015;Vinken2022
93	R-MMU-8953854_METABOLISM_OF_RNA	FLT_up	orange_uncertain_no_direct_support	RNA metabolism may change in broad spaceflight transcriptomic remodeling, but direct liver direction is unsupported.	Uncertain: FLT_up is broad and not pathway-specific.	low	This is a generic gene-expression process rather than a clear liver mechanism.	Ilangovan2024;daSilveira2020
94	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	FLT_down	blue_plausible_complementary	Junction organization may change with altered shear, actin, and injury responses in liver, though direction is indirect.	Partially aligned: FLT_down is plausible for disrupted junctional organization.	medium	The corrected decrease can fit structural remodeling without being directly validated.	Li2026;Vinken2022
95	R-MMU-2990846_SUMOYLATION	FLT_down	orange_uncertain_no_direct_support	SUMOylation is a plausible stress-regulatory PTM, but decreased pathway activity lacks liver spaceflight support.	Uncertain: FLT_down is not directly interpretable from prior literature.	low	The pathway is mechanistically plausible but directionally unsupported.	Luxton2020;daSilveira2020
96	R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	FLT_up	green_prior_aligned	Spaceflight studies report altered glycerophospholipids and hepatic lipid metabolism.	Aligned: FLT_up matches reported phospholipid/lipid pathway remodeling.	high	Glycerophospholipid biosynthesis is directly tied to published in-flight lipidomics and liver lipid findings.	Uruno2021;Beheshti2019
97	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	FLT_up	blue_plausible_complementary	Elastic-fiber formation is plausible ECM/vascular remodeling but lacks direct liver spaceflight direction.	Partially aligned: FLT_up is a possible remodeling signal.	low	The term is ECM-adjacent but not directly supported as hepatic flight biology.	Jonscher2016;Friedman2008
98	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	FLT_down	orange_uncertain_no_direct_support	ECM organization is credible liver remodeling biology, but prior injury/fibrosis framing does not directly support a decrease.	Uncertain/conflicting: FLT_down does not match a simple ECM activation interpretation.	medium	The corrected decrease weakens prior ECM-remodeling alignment.	Jonscher2016;Friedman2008;Vinken2022
99	R-MMU-75105_FATTY_ACYL_COA_BIOSYNTHESIS	FLT_up	green_prior_aligned	Fatty-acid and cholesterol synthesis/remodeling are directly reported in liver/hepatocyte spaceflight studies.	Aligned: FLT_up matches increased fatty-acid synthesis/metabolic remodeling.	high	Fatty acyl-CoA biosynthesis is close to canonical fatty-acid metabolism changes in spaceflight liver.	Beheshti2019;Li2026;Jonscher2016
100	R-MMU-156588_GLUCURONIDATION	FLT_up	green_prior_aligned	Hepatic drug/xenobiotic metabolism and phase-II detoxification are altered in spaceflight liver literature.	Aligned: FLT_up fits detoxification and conjugation pathway remodeling.	medium	Glucuronidation is a liver-relevant phase-II pathway tied to xenobiotic handling.	Moskaleva2015;Vinken2022
101	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	FLT_up	orange_uncertain_no_direct_support	Spaceflight affects adaptive immunity, but evidence often indicates impaired T/NK function and mixed cytokine direction.	Uncertain/mixed: FLT_up does not cleanly match adaptive immune suppression literature.	medium	Adaptive immune direction is heterogeneous and not liver-specific.	Gridley2009;Crucian2018;Kim2024
102	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	FLT_down	blue_plausible_complementary	Integrin interactions are plausible in hepatic injury and altered mechanical signaling, with direction dependent on cell state.	Partially aligned: FLT_down could reflect reduced adhesion/mechanotransduction under unloading.	medium	The pathway remains plausible, but direct liver evidence is indirect.	Jonscher2016;Friedman2008;Li2026
103	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	FLT_up	orange_uncertain_no_direct_support	GPI-anchor synthesis is not a reported liver spaceflight pathway.	Uncertain: FLT_up lacks direct biological support.	low	The pathway is specific and not linked to the established liver flight response.	Ilangovan2024
104	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	FLT_up	orange_uncertain_no_direct_support	Primary cilium assembly can participate in mechanosensing, but no direct liver spaceflight direction supports this term.	Uncertain: FLT_up is speculative.	low	Ciliary mechanobiology is plausible in principle but not supported by direct liver literature here.	Li2026;Vinken2022
105	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	FLT_down	orange_uncertain_no_direct_support	Spaceflight affects endocrine metabolism, but this broad peptide-hormone pathway lacks liver-specific direction.	Uncertain: FLT_down is not directly interpretable.	low	The pathway is too broad and not clearly hepatic.	Mathyk2024;Vinken2022
106	R-MMU-1500931_CELL_CELL_COMMUNICATION	FLT_up	orange_uncertain_no_direct_support	Cell-cell communication is broadly plausible in liver inflammation/remodeling but too nonspecific for direct support.	Uncertain: FLT_up cannot be assigned to a specific literature-backed pathway.	low	This umbrella term lacks pathway specificity.	Ilangovan2024;Vinken2022
107	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	FLT_up	green_prior_aligned	Mouse liver spaceflight studies directly report altered CYP content and xenobiotic oxidation.	Aligned: FLT_up matches phase-I metabolic remodeling.	high	Phase I functionalization is a direct hepatic CYP/ADME spaceflight pathway.	Moskaleva2015;Vinken2022
108	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	FLT_up	red_conflict_or_artifact	Smooth muscle contraction is not a direct liver parenchymal spaceflight pathway, despite systemic vascular effects.	Off-context: FLT_up likely reflects non-hepatic pathway semantics.	high	The term is muscle/vascular-contractile and weak for liver HVG interpretation.	Houerbi2024;Vinken2022
109	R-MMU-9748784_DRUG_ADME	FLT_up	green_prior_aligned	Spaceflight liver studies directly support altered drug metabolism, CYP content, and xenobiotic biotransformation.	Aligned: FLT_up matches hepatic ADME remodeling during flight.	high	Drug ADME is one of the strongest liver-relevant spaceflight pathway families.	Moskaleva2015;Vinken2022
110	R-MMU-189445_METABOLISM_OF_PORPHYRINS	FLT_up	blue_plausible_complementary	Porphyrin/heme metabolism is liver- and CYP-related, but direct spaceflight porphyrin direction is weak.	Partially aligned: FLT_up could reflect CYP/heme metabolic adaptation.	medium	The pathway is metabolically plausible as part of hepatic oxidation changes.	Moskaleva2015;Vinken2022
111	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	FLT_down	green_prior_aligned	Recent spaceflight liver literature reports inhibition of estrogen receptor signaling with hepatic metabolic dysfunction.	Aligned: FLT_down matches reported inhibited hepatic estrogen signaling.	high	The corrected decrease changes this row from a conflict to a direct prior-aligned signal.	Mathyk2024
112	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	FLT_up	orange_uncertain_no_direct_support	Class A GPCR receptor labels are broad and include many off-context receptor families; liver spaceflight direction is unclear.	Uncertain: FLT_up is not tied to a specific supported receptor mechanism.	low	The term is receptor-family broad and potentially annotation-heavy.	Mathyk2024;Vinken2022
113	R-MMU-195721_SIGNALING_BY_WNT	FLT_up	blue_plausible_complementary	WNT signaling can interact with liver repair/fibrosis and mechanobiology, but direct liver spaceflight direction is weak.	Partially aligned: FLT_up is plausible as remodeling biology.	medium	WNT fits regenerative/fibrotic crosstalk but is not a direct published liver spaceflight direction.	Friedman2008;Vinken2022
114	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	FLT_up	red_conflict_or_artifact	Cornified envelope formation is a skin/keratinization pathway with no liver spaceflight support.	Off-context: FLT_up is likely an artifact for liver.	high	The pathway is tissue-incongruent for liver.	Vinken2022
115	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	FLT_up	orange_uncertain_no_direct_support	Mucin O-glycosylation could relate to biliary/secretory biology, but no direct liver spaceflight direction supports it.	Uncertain: FLT_up is not literature anchored.	low	The pathway is specific but not tied to published liver flight responses.	Ilangovan2024
116	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	FLT_down	orange_uncertain_no_direct_support	Generic transcriptional remodeling is common in spaceflight omics, but this term lacks direction specificity.	Uncertain: FLT_down is a broad transcriptional remodeling signal.	low	The term lacks enough specificity for literature alignment.	Ilangovan2024;daSilveira2020
117	R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	FLT_down	blue_plausible_complementary	ABC transport is liver-relevant for bile, lipid, and xenobiotic handling, but pathway direction in spaceflight is not fixed.	Partially aligned: FLT_down could reflect impaired hepatic transport/ADME capacity.	medium	The corrected decrease remains compatible with liver metabolic disruption but is not a direct prior direction.	Moskaleva2015;Jonscher2016;Vinken2022
118	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	FLT_up	green_prior_aligned	Spaceflight liver literature supports altered detoxification, glutathione, and conjugation-related metabolism.	Aligned: FLT_up fits phase-II detoxification remodeling.	high	Phase II conjugation is directly liver-relevant and supported by glutathione/xenobiotic findings.	Kurosawa2021;Moskaleva2015;Vinken2022
119	R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	FLT_up	green_prior_aligned	Liver injury and spaceflight immune dysregulation support IL-1/inflammatory signaling.	Aligned: FLT_up matches inflammatory cytokine pathway engagement.	medium	IL-1 signaling is a close inflammatory mechanism for hepatic stress.	Crucian2018;Kim2024;Vinken2022
120	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	FLT_down	blue_plausible_complementary	RTK signaling includes insulin/IGF and repair pathways; liver spaceflight evidence supports inhibited insulin-axis signaling but mixed receptor biology.	Partially aligned: FLT_down is plausible for suppressed metabolic RTK signaling.	medium	The broad RTK label prevents a stronger call, but the corrected decrease is biologically plausible.	Friedman2008;Vinken2022
121	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	FLT_down	orange_uncertain_no_direct_support	C-type lectin receptors can reflect innate immune remodeling, but reduced CLR signaling is not directly shown in liver spaceflight work.	Uncertain/mixed: FLT_down could reflect immune suppression rather than inflammatory activation.	medium	The corrected decrease is immune-plausible but not directionally validated.	Crucian2018;Kim2024
122	R-MMU-8980692_RHOA_GTPASE_CYCLE	FLT_down	blue_plausible_complementary	RHOA is a plausible microgravity/mechanotransduction pathway, though liver direction is indirect.	Partially aligned: FLT_down can fit suppressed actin/mechanical signaling under unloading.	medium	The corrected decrease remains a plausible complementary mechanobiology signal.	Li2026;Kim2024
123	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	FLT_down	orange_uncertain_no_direct_support	Glycosaminoglycan metabolism is ECM-adjacent, but decreased pathway activity lacks direct liver spaceflight support.	Uncertain: FLT_down does not clearly match an injury/ECM remodeling direction.	medium	The pathway is plausible but directionally weak.	Jonscher2016;Friedman2008
124	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	FLT_down	red_conflict_or_artifact	Cellular stress responses are strongly supported in liver and space-omics studies, typically as activated stress biology.	Conflicting: FLT_down runs opposite the expected cellular stress-response engagement.	medium	The corrected decrease conflicts with a central prior spaceflight biology theme.	Kurosawa2021;Blaber2017;daSilveira2020
125	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	FLT_down	orange_uncertain_no_direct_support	Antimicrobial peptides are immune-relevant, but reduced activity has no direct liver spaceflight support.	Uncertain/mixed: FLT_down could reflect immune suppression, not a validated liver response.	medium	The pathway is immune-plausible but indirect.	Crucian2018;Kim2024
126	R-MMU-428157_SPHINGOLIPID_METABOLISM	FLT_up	green_prior_aligned	Spaceflight lipidomics reports altered sphingolipids, and liver lipid metabolism is a strong spaceflight theme.	Aligned: FLT_up matches sphingolipid/lipid remodeling.	high	Sphingolipid metabolism is directly supported by in-flight lipidomics and broader liver lipid dysregulation.	Uruno2021;Beheshti2019
127	R-MMU-156590_GLUTATHIONE_CONJUGATION	FLT_down	blue_plausible_complementary	Spaceflight liver studies support oxidative-defense, sulfur, and phase-II metabolism changes, but glutathione conjugation may reflect either response or depletion.	Partially aligned: FLT_down is plausible as impaired antioxidant conjugation rather than activation.	medium	The corrected decrease remains compatible with oxidative metabolic stress but is not a clean prior direction.	Kurosawa2021;Blaber2017
128	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	FLT_up	blue_plausible_complementary	Spaceflight multi-omics reports epigenetic/chromatin-related changes, but liver direction for this enzyme class is indirect.	Partially aligned: FLT_up is plausible as stress-induced epigenetic remodeling.	medium	Chromatin-modifying enzymes fit broad space-omics remodeling but are not pathway-direction specific.	daSilveira2020;GarrettBakelman2019
129	R-MMU-186797_SIGNALING_BY_PDGF	FLT_up	blue_plausible_complementary	PDGF is a classic hepatic stellate-cell and fibrogenic signal, but direct spaceflight liver PDGF direction is weak.	Partially aligned: FLT_up fits stellate/profibrotic remodeling if liver injury is present.	medium	PDGF signaling is plausible downstream of stellate activation but not directly reported as increased in flight liver.	Jonscher2016;Friedman2008
130	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	FLT_up	blue_plausible_complementary	TGFB signaling is central to liver fibrosis and stellate-cell activation, and spaceflight liver injury makes it plausible.	Partially aligned: FLT_up fits profibrotic/remodeling biology but direct liver spaceflight direction is not firm.	medium	The pathway is very plausible mechanistically but still indirect for this model.	Jonscher2016;Friedman2008;Vinken2022
131	R-MMU-9609507_PROTEIN_LOCALIZATION	FLT_down	orange_uncertain_no_direct_support	Protein localization is broad and lacks a specific liver spaceflight direction.	Uncertain: FLT_down is too generic.	low	The term cannot be assigned to a specific prior pathway family.	Ilangovan2024
132	R-MMU-9749641_ASPIRIN_ADME	FLT_down	orange_uncertain_no_direct_support	Generic hepatic ADME is supported, but aspirin-specific metabolism is not relevant without exposure evidence.	Uncertain: FLT_down likely reflects shared ADME genes rather than aspirin biology.	medium	The drug-specific label prevents a direct literature-aligned call.	Moskaleva2015;Vinken2022
133	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	FLT_up	orange_uncertain_no_direct_support	P-type ATPase ion transport is not a core liver spaceflight pathway and lacks direct direction evidence.	Uncertain: FLT_up is a broad transport signal.	low	The pathway is too nonspecific for confident alignment.	Ilangovan2024
134	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	FLT_up	orange_uncertain_no_direct_support	N-linked glycosylation may reflect ER/protein-processing stress but is not directly supported as liver spaceflight direction.	Uncertain: FLT_up is plausible but generic.	low	The pathway lacks direct liver evidence beyond broad proteostasis stress.	Blaber2017;Ilangovan2024
135	R-MMU-1430728_METABOLISM	FLT_up	green_prior_aligned	Mouse liver is one of the strongest spaceflight metabolic targets across lipid, carbohydrate, amino-acid, and xenobiotic metabolism.	Aligned: FLT_up matches broad hepatic metabolic remodeling.	medium	The term is broad but directly consistent with extensive liver spaceflight metabolism literature.	Beheshti2019;Kurosawa2021;Ilangovan2024
136	R-MMU-73894_DNA_REPAIR	FLT_up	green_prior_aligned	Space radiation and spaceflight multi-omics support DNA damage and repair responses.	Aligned: FLT_up matches expected DNA repair pathway engagement.	medium	DNA repair is a core spaceflight stress response, though not exclusively liver-specific.	Luxton2020;daSilveira2020
137	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	FLT_down	orange_uncertain_no_direct_support	WNT/TCF signaling may participate in liver repair and remodeling, but decreased TCF-dependent signaling is not a direct spaceflight finding.	Uncertain: FLT_down is plausible but not specifically supported.	medium	The specific WNT branch remains indirect and directionally weak.	Friedman2008;Vinken2022
138	R-MMU-6806834_SIGNALING_BY_MET	FLT_up	blue_plausible_complementary	MET/HGF signaling is liver-regenerative and injury-relevant, but direct spaceflight direction is not established.	Partially aligned: FLT_up could reflect hepatocyte repair signaling.	medium	MET is plausible for liver repair after stress but lacks direct spaceflight support.	Vinken2022;Friedman2008
139	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	FLT_down	red_conflict_or_artifact	No liver spaceflight literature supports nervous-system-development pathway activity as a hepatic label.	Off-context: FLT_down remains likely annotation artifact for liver.	high	The pathway is neurodevelopmental and tissue-incongruent.	Vinken2022
140	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	FLT_down	orange_uncertain_no_direct_support	Nucleotide metabolism is broad and only indirectly related to stress and repair responses.	Uncertain: FLT_down is not specifically supported.	low	The pathway is broad and indirectly related to spaceflight stress biology.	Luxton2020;daSilveira2020
141	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	FLT_down	red_conflict_or_artifact	No liver spaceflight literature supports chemical-synapse transmission as a hepatic pathway label.	Off-context: FLT_down remains non-hepatic pathway semantics.	high	The pathway is neuronal and tissue-incongruent.	Vinken2022
142	R-MMU-397014_MUSCLE_CONTRACTION	FLT_down	red_conflict_or_artifact	Muscle contraction is not a primary liver pathway label despite systemic unloading biology.	Off-context: FLT_down likely reflects non-liver annotation rather than hepatic biology.	high	The term is muscle-specific and not appropriate for liver label support.	Vitry2022;Vinken2022
143	R-MMU-983189_KINESINS	FLT_up	orange_uncertain_no_direct_support	Kinesins may relate to mitosis and trafficking, but no direct liver spaceflight direction supports this term.	Uncertain: FLT_up is generic cell-cycle/transport biology.	low	The pathway is too nonspecific for confident literature alignment.	daSilveira2020
144	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	FLT_down	blue_plausible_complementary	Nuclear receptors include estrogen, PPAR, and xenobiotic receptors; liver spaceflight literature supports receptor remodeling with mixed directions.	Partially aligned/mixed: FLT_down fits inhibited estrogen signaling but may not fit all nuclear-receptor arms.	medium	The corrected decrease is plausible but the aggregate pathway combines receptors with different expected directions.	Jonscher2016;Mathyk2024;Vinken2022
145	R-MMU-8964043_PLASMA_LIPOPROTEIN_CLEARANCE	FLT_up	green_prior_aligned	Hepatic lipoprotein clearance is part of the replicated liver lipid dysregulation spaceflight theme.	Aligned: FLT_up matches altered lipoprotein and lipid handling.	high	This pathway is directly connected to liver lipid/lipoprotein remodeling during spaceflight.	Beheshti2019;Jonscher2016;Uruno2021
146	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	FLT_up	blue_plausible_complementary	Hedgehog signaling can participate in liver injury, repair, and fibrosis, but direct spaceflight direction is weak.	Partially aligned: FLT_up is plausible remodeling biology.	low	The pathway is mechanistically plausible but not directly supported by spaceflight liver studies.	Friedman2008;Vinken2022
147	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	FLT_up	blue_plausible_complementary	Canonical TGFB/SMAD signaling is central to hepatic stellate activation and fibrosis, but direct spaceflight liver direction is indirect.	Partially aligned: FLT_up fits profibrotic/remodeling signaling.	medium	The pathway is a plausible downstream arm of liver injury and stellate activation.	Jonscher2016;Friedman2008
148	R-MMU-5173105_O_LINKED_GLYCOSYLATION	FLT_down	orange_uncertain_no_direct_support	O-linked glycosylation is broad and lacks direct liver spaceflight support.	Uncertain: FLT_down is not literature anchored.	low	The pathway lacks specificity and direct support.	Ilangovan2024
149	R-MMU-114608_PLATELET_DEGRANULATION	FLT_up	orange_uncertain_no_direct_support	Spaceflight coagulation changes are supported, but platelet degranulation is systemic and not liver-specific.	Uncertain: FLT_up may reflect blood/coagulation biology rather than hepatic pathway activity.	medium	The pathway is plausible systemically but weak as a liver label.	Houerbi2024
150	R-MMU-195258_RHO_GTPASE_EFFECTORS	FLT_down	blue_plausible_complementary	Rho GTPase effectors are plausible for microgravity-related actin/mechanical signaling, but liver direction is indirect.	Partially aligned: FLT_down can fit suppressed cytoskeletal/mechanotransduction signaling.	medium	The corrected decrease remains plausible, though direct liver validation is lacking.	Li2026;Kim2024
151	R-MMU-211897_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	FLT_up	green_prior_aligned	Mouse liver spaceflight studies directly report altered CYP isoforms and xenobiotic metabolism.	Aligned: FLT_up matches hepatic CYP/ADME remodeling.	high	Cytochrome P450 is a direct liver spaceflight pathway with strong prior support.	Moskaleva2015;Kurosawa2021;Vinken2022
152	R-MMU-9709957_SENSORY_PERCEPTION	FLT_up	red_conflict_or_artifact	Sensory perception is not a supported liver spaceflight pathway.	Off-context: FLT_up is likely pathway annotation noise.	high	The pathway is tissue-incongruent for liver.	Vinken2022
153	R-MMU-109582_HEMOSTASIS	FLT_down	orange_uncertain_no_direct_support	Hemostasis is relevant to liver physiology and spaceflight, but decreased hepatic pathway activity is not directly established.	Uncertain: FLT_down may reflect systemic hemostasis or sample composition.	medium	The corrected direction is not a strong liver-specific literature match.	Houerbi2024;Vinken2022
154	R-MMU-69306_DNA_REPLICATION	FLT_down	blue_plausible_complementary	Spaceflight DNA damage and stress can produce checkpoint arrest as well as repair, so reduced replication is biologically plausible.	Partially aligned: FLT_down may reflect stress-associated suppression of proliferation rather than repair activation.	medium	The corrected decrease is plausible but not a direct published liver direction.	Luxton2020;daSilveira2020
155	R-MMU-9033241_PEROXISOMAL_PROTEIN_IMPORT	FLT_up	green_prior_aligned	Peroxisomal function is closely tied to hepatic fatty-acid oxidation and PPAR/lipid remodeling reported in spaceflight liver.	Aligned: FLT_up fits peroxisome-lipid metabolic adaptation.	medium	Peroxisomal import is a plausible direct arm of fatty-acid and oxidative metabolism changes.	Jonscher2016;Beheshti2019
156	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	FLT_down	green_prior_aligned	Mouse liver spaceflight studies directly report retinoid/lipid disruption and loss of retinol-associated liver storage biology.	Aligned: FLT_down is consistent with reduced retinoid metabolism/transport capacity after flight.	high	The corrected decrease remains directionally compatible with one of the strongest liver spaceflight findings.	Jonscher2016;Beheshti2019
157	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	FLT_down	orange_uncertain_no_direct_support	Non-integrin ECM interactions are plausible in tissue remodeling, but decreased activity is not directly supported in liver spaceflight work.	Uncertain: FLT_down does not match a simple ECM activation model.	medium	The pathway is ECM-relevant but directionally weak.	Jonscher2016;Friedman2008
158	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	FLT_up	green_prior_aligned	Liver spaceflight work reports fat-soluble retinoid and water-soluble sulfur/cofactor metabolism changes.	Aligned: FLT_up fits broad vitamin/cofactor remodeling.	medium	Both retinoid and sulfur/cofactor metabolism have direct liver spaceflight support.	Jonscher2016;Kurosawa2021
159	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	FLT_down	orange_uncertain_no_direct_support	PTM changes are plausible downstream of proteostasis stress, but decreased broad PTM activity lacks direct evidence.	Uncertain: FLT_down is not a specific supported pathway direction.	low	The corrected decrease is too broad to interpret confidently.	Blaber2017;daSilveira2020
