Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0009987 cellular process,-2.3,3.3,3.4,17423,285,130,7,5.4,2,17993|66916|67876|68194|69875|217166|100126824,Ndufs4|Ndufb7|Coq10b|Ndufb4|Ndufa11|Nr1d1|Sco2,-0.9,FLT14_not_GC8
KEGG Pathway,24,mmu04976,Bile secretion - Mus musculus (house mouse),,-2.3,5.6,3.9,17423,95,130,4,3.1,1.5,18671|20859|23957|108114,Abcb1a|Sult2a1|Nr0b2|Slc22a7,-0.9,FLT14_not_GC8
Reactome Gene Sets,6,R-MMU-6799198,Complex I biogenesis,,-2.2,8.2,4.4,17423,49,130,3,2.3,1.3,17993|66916|68194,Ndufs4|Ndufb7|Ndufb4,-0.89,FLT14_not_GC8
Reactome Gene Sets,6,R-MMU-382551,Transport of small molecules,,-2.2,2.4,3.1,17423,610,130,11,8.5,2.4,11808|11941|18671|22359|27410|70484|70701|100561|108114|114644|212555,Apoa4|Atp2b2|Abcb1a|Vldlr|Abca3|Slc35d2|Nipal1|Slc15a4|Slc22a7|Slc13a3|Slc66a1,-0.88,FLT14_not_GC8
GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-2.2,2.6,3.1,17423,525,130,10,7.7,2.3,11941|12443|13869|16323|18212|18671|19116|20979|21410|108075,Atp2b2|Ccnd1|Erbb4|Inhba|Ntrk2|Abcb1a|Prlr|Syt1|Hnf1b|Ltbp4,-0.88,FLT14_not_GC8
GO Biological Processes,19,GO:0045333,cellular respiration,19_GO:0009987 cellular process,-2.2,3.7,3.4,17423,219,130,6,4.6,1.8,17993|66916|67876|68194|69875|100126824,Ndufs4|Ndufb7|Coq10b|Ndufb4|Ndufa11|Sco2,-0.88,FLT14_not_GC8
KEGG Pathway,24,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),,-2.2,3.7,3.4,17423,219,130,6,4.6,1.8,14199|15530|17880|17996|59069|433182,Fhl1|Hspg2|Myh11|Neb|Tpm3|Eno1b,-0.88,FLT14_not_GC8
KEGG Pathway,24,mmu04978,Mineral absorption - Mus musculus (house mouse),,-2.2,8,4.3,17423,50,130,3,2.3,1.3,11927|11941|17750,Atox1|Atp2b2|Mt2,-0.88,FLT14_not_GC8
GO Biological Processes,19,GO:0006693,prostaglandin metabolic process,19_GO:0009987 cellular process,-2.2,8,4.3,17423,50,130,3,2.3,1.3,17319|225884|432720,Mif|Gstp3|Akr1c19,-0.88,FLT14_not_GC8
GO Biological Processes,19,GO:0006692,prostanoid metabolic process,19_GO:0009987 cellular process,-2.2,7.9,4.3,17423,51,130,3,2.3,1.3,17319|225884|432720,Mif|Gstp3|Akr1c19,-0.86,FLT14_not_GC8
GO Biological Processes,19,GO:0030879,mammary gland development,19_GO:0032502 developmental process,-2.2,4.2,3.5,17423,158,130,5,3.8,1.7,11941|12443|13869|19116|384783,Atp2b2|Ccnd1|Erbb4|Prlr|Irs2,-0.86,FLT14_not_GC8
GO Biological Processes,19,GO:0120162,positive regulation of cold-induced thermogenesis,19_GO:0042592 homeostatic process,-2.2,5.4,3.8,17423,100,130,4,3.1,1.5,14373|19116|67092|170439,G0s2|Prlr|Gatm|Elovl6,-0.86,FLT14_not_GC8
GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0009987 cellular process,-2.2,3.2,3.3,17423,295,130,7,5.4,2,11941|17993|20859|66916|68194|69875|100043194,Atp2b2|Ndufs4|Sult2a1|Ndufb7|Ndufb4|Ndufa11|Sult2a2,-0.86,FLT14_not_GC8
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0009987 cellular process,-2.2,2.5,3.1,17423,536,130,10,7.7,2.3,11941|17993|20859|22361|66916|68194|69875|170439|192156|100043194,Atp2b2|Ndufs4|Sult2a1|Vnn1|Ndufb7|Ndufb4|Ndufa11|Elovl6|Mvd|Sult2a2,-0.85,FLT14_not_GC8
GO Biological Processes,19,GO:0015914,phospholipid transport,19_GO:0051179 localization,-2.2,5.3,3.8,17423,101,130,4,3.1,1.5,11808|18671|20979|27410,Apoa4|Abcb1a|Syt1|Abca3,-0.85,FLT14_not_GC8
GO Biological Processes,19,GO:0046879,hormone secretion,19_GO:0051179 localization,-2.2,5.3,3.8,17423,101,130,4,3.1,1.5,16323|18671|21410|108075,Inhba|Abcb1a|Hnf1b|Ltbp4,-0.85,FLT14_not_GC8
GO Biological Processes,19,GO:0015748,organophosphate ester transport,19_GO:0051179 localization,-2.1,4.1,3.5,17423,162,130,5,3.8,1.7,11808|18671|20979|27410|70484,Apoa4|Abcb1a|Syt1|Abca3|Slc35d2,-0.83,FLT14_not_GC8
GO Biological Processes,19,GO:0019693,ribose phosphate metabolic process,19_GO:0009987 cellular process,-2.1,3.1,3.2,17423,303,130,7,5.4,2,11941|17993|20859|66916|68194|69875|100043194,Atp2b2|Ndufs4|Sult2a1|Ndufb7|Ndufb4|Ndufa11|Sult2a2,-0.81,FLT14_not_GC8
Reactome Gene Sets,6,R-MMU-9748784,Drug ADME,,-2.1,5.1,3.7,17423,105,130,4,3.1,1.5,12401|18671|108114|432720,Serpina6|Abcb1a|Slc22a7|Akr1c19,-0.81,FLT14_not_GC8
GO Biological Processes,19,GO:0042632,cholesterol homeostasis,19_GO:0042592 homeostatic process,-2.1,5.1,3.6,17423,106,130,4,3.1,1.5,11808|13123|217166|244152,Apoa4|Cyp7b1|Nr1d1|Tsku,-0.8,FLT14_not_GC8
GO Biological Processes,19,GO:0055092,sterol homeostasis,19_GO:0042592 homeostatic process,-2.1,5,3.6,17423,107,130,4,3.1,1.5,11808|13123|217166|244152,Apoa4|Cyp7b1|Nr1d1|Tsku,-0.79,FLT14_not_GC8
GO Biological Processes,19,GO:0009746,response to hexose,19_GO:0050896 response to stimulus,-2.1,4,3.4,17423,169,130,5,3.8,1.7,12368|21410|23957|56485|384783,Casp6|Hnf1b|Nr0b2|Slc2a5|Irs2,-0.78,FLT14_not_GC8
GO Biological Processes,19,GO:0031960,response to corticosteroid,19_GO:0050896 response to stimulus,-2,3.9,3.3,17423,170,130,5,3.8,1.7,12443|16323|17025|19942|27410,Ccnd1|Inhba|Alad|Rpl27|Abca3,-0.77,FLT14_not_GC8
GO Biological Processes,19,GO:0097305,response to alcohol,19_GO:0050896 response to stimulus,-2,3,3.1,17423,313,130,7,5.4,2,12443|12550|16323|17025|18750|19942|23957,Ccnd1|Cdh1|Inhba|Alad|Prkca|Rpl27|Nr0b2,-0.77,FLT14_not_GC8
GO Biological Processes,19,GO:0021953,central nervous system neuron differentiation,19_GO:0032502 developmental process,-2,3.4,3.2,17423,240,130,6,4.6,1.8,11941|13869|16323|18212|18750|244152,Atp2b2|Erbb4|Inhba|Ntrk2|Prkca|Tsku,-0.76,FLT14_not_GC8
GO Biological Processes,19,GO:0001825,blastocyst formation,19_GO:0032502 developmental process,-2,6.9,3.9,17423,58,130,3,2.3,1.3,12550|21410|74318,Cdh1|Hnf1b|Hopx,-0.76,FLT14_not_GC8
GO Biological Processes,19,GO:0034308,primary alcohol metabolic process,19_GO:0009987 cellular process,-2,4.9,3.5,17423,110,130,4,3.1,1.5,20859|56209|432720|100043194,Sult2a1|Gde1|Akr1c19|Sult2a2,-0.76,FLT14_not_GC8
GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0009987 cellular process,-2,2.4,2.9,17423,561,130,10,7.7,2.3,11941|17993|20859|22361|66916|68194|69875|170439|192156|100043194,Atp2b2|Ndufs4|Sult2a1|Vnn1|Ndufb7|Ndufb4|Ndufa11|Elovl6|Mvd|Sult2a2,-0.76,FLT14_not_GC8
GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0065007 biological regulation,-2,3.3,3.2,17423,241,130,6,4.6,1.8,13370|16323|20859|78925|432720|100043194,Dio1|Inhba|Sult2a1|Srd5a1|Akr1c19|Sult2a2,-0.76,FLT14_not_GC8
GO Biological Processes,19,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2,6.8,3.9,17423,59,130,3,2.3,1.3,12443|14199|16323,Ccnd1|Fhl1|Inhba,-0.75,FLT14_not_GC8
GO Biological Processes,19,GO:0001818,negative regulation of cytokine production,19_GO:0048519 negative regulation of biological process,-2,3,3.1,17423,317,130,7,5.4,2,18750|19261|66222|67664|96875|225884|244152,Prkca|Sirpa|Serpinb1a|Rnf125|Prg4|Gstp3|Tsku,-0.75,FLT14_not_GC8
KEGG Pathway,24,mmu00830,Retinol metabolism - Mus musculus (house mouse),,-8.5,4.2,7.7,17423,96,1002,23,2.3,0.47,13086|13089|13094|13097|13098|13099|13112|13113|13114|13118|13119|27400|53973|112417|216454|226143|232174|277753|337924|394432|666168|100041449|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Hsd17b6|Cyp3a41a|Ugt2b37|Rdh16f2|Cyp2c23|Cyp26b1|Cyp4a12a|Cyp3a44|Ugt1a7c|Cyp4a31|Cyp3a59|Cyp2c69,-5.9,GC8_all
Reactome Gene Sets,6,R-MMU-211958,Miscellaneous substrates,,-7.6,8,8.4,17423,24,1002,11,1.1,0.33,13112|13113|13114|13118|13119|13120|53973|277753|337924|666168|100041449,Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Cyp4b1|Cyp3a41a|Cyp4a12a|Cyp3a44|Cyp4a31|Cyp3a59,-5.2,GC8_all
GO Biological Processes,19,GO:0070989,oxidative demethylation,19_GO:0009987 cellular process,-6.4,8.2,7.8,17423,19,1002,9,0.9,0.3,13099|13112|13113|13114|53973|211064|337924|100041449|100043108,Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Alkbh1|Cyp3a44|Cyp3a59|Cyp2c69,-4.2,GC8_all
GO Biological Processes,19,GO:0006805,xenobiotic metabolic process,19_GO:0050896 response to stimulus,-6,3,5.9,17423,137,1002,24,2.4,0.48,13086|13089|13094|13097|13098|13099|13105|13112|13114|13120|14262|14869|14923|28248|53973|74519|76654|213012|226143|232174|244209|337924|638251|100043108,Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a11|Cyp3a16|Cyp4b1|Fmo3|Gstp2|Guk1|Slco1a1|Cyp3a41a|Cyp2j9|Upp2|Abhd10|Cyp2c23|Cyp26b1|Cyp2r1|Cyp3a44|Sult2a7|Cyp2c69,-3.9,GC8_all
Reactome Gene Sets,6,R-MMU-211897,Cytochrome P450 - arranged by substrate type,,-6,4.1,6.3,17423,68,1002,16,1.6,0.4,13086|13112|13113|13114|13118|13119|13120|13121|21391|53973|232174|244209|277753|337924|666168|100041449,Cyp2a4|Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Cyp4b1|Cyp51|Tbxas1|Cyp3a41a|Cyp26b1|Cyp2r1|Cyp4a12a|Cyp3a44|Cyp4a31|Cyp3a59,-3.8,GC8_all
GO Biological Processes,19,GO:0070988,demethylation,19_GO:0009987 cellular process,-5.8,7.1,7.1,17423,22,1002,9,0.9,0.3,13099|13112|13113|13114|53973|211064|337924|100041449|100043108,Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Alkbh1|Cyp3a44|Cyp3a59|Cyp2c69,-3.6,GC8_all
Reactome Gene Sets,6,R-MMU-5620912,Anchoring of the basal body to the plasma membrane,,-5.7,3.6,5.9,17423,88,1002,18,1.8,0.42,67161|68121|70799|74201|76478|78887|99100|101565|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Cep70|Cep192|Cep97|Haus8|Sfi1|Cep152|Ccp110|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.6,GC8_all
GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0009987 cellular process,-5.6,1.8,5.1,17423,586,1002,62,6.2,0.76,12144|12189|12448|12566|13347|14056|14088|14211|15361|15574|17217|17219|18393|19076|19355|19365|19691|20135|21665|21673|21749|21973|27015|50776|56452|57441|57815|60364|66131|66209|66595|68145|68240|68501|69263|70681|71946|72170|72612|73747|74044|74729|76915|77622|80287|80859|101185|104806|106052|107373|107986|140917|171567|191578|211064|224008|227099|227525|237911|380709|382985|408022,Blm|Brca1|Ccne2|Cdk2|Dffa|Ezh2|Fancc|Smc2|Hmga1|Hus1|Mcm4|Mcm6|Orc2|Prim2|Rad1|Rad52|Recql|Rrm2|Tdg|Dntt|Terf1|Top2a|Polk|Polg2|Orc6|Gmnn|Afg2a|Donson|Tipin|Inip|Aste1|Etaa1|Rpa3|Nsmce2|Rfc3|Abraxas1|Endod1|Chchd4|Hpf1|Shld1|Ttf2|Setmar|Mnd1|Apex2|Apobec3|Nfkbiz|Pot1a|Fancm|Fbxo4|Fam111a|Ddb2|Dclre1b|Nme7|Helq|Alkbh1|Spidr|Pms1|Dclre1c|Brip1|Spata22|Rrm2b|Primpol,-3.5,GC8_all
Reactome Gene Sets,6,R-MMU-9975921,Assembly of the 9+0 primary cilium,,-5.3,2.6,5.4,17423,180,1002,27,2.7,0.51,67161|67694|68121|68259|70799|71492|72421|73668|74201|74682|76260|76478|76779|78887|99100|101565|213081|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Ift74|Cep70|Ift80|Cep192|Bbs7|Ift70b|Ttc21b|Cep97|Wdr35|Ttc8|Haus8|Ift38|Sfi1|Cep152|Ccp110|Wdr19|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.3,GC8_all
Reactome Gene Sets,6,R-MMU-5617833,Cilium Assembly,,-5.3,2.6,5.4,17423,180,1002,27,2.7,0.51,67161|67694|68121|68259|70799|71492|72421|73668|74201|74682|76260|76478|76779|78887|99100|101565|213081|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Ift74|Cep70|Ift80|Cep192|Bbs7|Ift70b|Ttc21b|Cep97|Wdr35|Ttc8|Haus8|Ift38|Sfi1|Cep152|Ccp110|Wdr19|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-3.3,GC8_all
GO Biological Processes,19,GO:0071466,cellular response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-5.3,2.5,5.3,17423,192,1002,28,2.8,0.52,12144|13086|13089|13094|13097|13098|13099|13105|13112|13114|13120|14262|14864|14869|14923|17260|28248|53973|74519|76654|213012|214084|226143|232174|244209|337924|638251|100043108,Blm|Cyp2a4|Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a11|Cyp3a16|Cyp4b1|Fmo3|Gstm3|Gstp2|Guk1|Mef2c|Slco1a1|Cyp3a41a|Cyp2j9|Upp2|Abhd10|Slc18a2|Cyp2c23|Cyp26b1|Cyp2r1|Cyp3a44|Sult2a7|Cyp2c69,-3.3,GC8_all
KEGG Pathway,24,mmu05204,Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse),,-5.2,3.5,5.7,17423,85,1002,17,1.7,0.41,13097|13098|13099|13112|13113|13114|14864|14869|53973|66447|112417|226143|337924|394432|638251|100041449|100043108,Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Gstm3|Gstp2|Cyp3a41a|Mgst3|Ugt2b37|Cyp2c23|Cyp3a44|Ugt1a7c|Sult2a7|Cyp3a59|Cyp2c69,-3.2,GC8_all
KEGG Pathway,24,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),,-5.2,3.3,5.6,17423,94,1002,18,1.8,0.42,13089|13094|13097|13098|13099|13105|13112|13113|13114|15496|27400|53973|112417|226143|337924|394432|100041449|100043108,Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp3a11|Cyp3a13|Cyp3a16|Hsd3b5|Hsd17b6|Cyp3a41a|Ugt2b37|Cyp2c23|Cyp3a44|Ugt1a7c|Cyp3a59|Cyp2c69,-3.2,GC8_all
GO Biological Processes,19,GO:0006261,DNA-templated DNA replication,19_GO:0009987 cellular process,-5.1,2.9,5.4,17423,124,1002,21,2.1,0.45,12144|12189|12448|12566|17217|17219|18393|19076|19691|50776|56452|57441|60364|66131|68145|69263|74729|104806|107373|382985|408022,Blm|Brca1|Ccne2|Cdk2|Mcm4|Mcm6|Orc2|Prim2|Recql|Polg2|Orc6|Gmnn|Donson|Tipin|Etaa1|Rfc3|Setmar|Fancm|Fam111a|Rrm2b|Primpol,-3.1,GC8_all
GO Biological Processes,19,GO:0042178,xenobiotic catabolic process,19_GO:0050896 response to stimulus,-5,4.4,5.8,17423,47,1002,12,1.2,0.34,13089|13094|13097|13098|13099|13112|13114|53973|76654|226143|337924|100043108,Cyp2b13|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a11|Cyp3a16|Cyp3a41a|Upp2|Cyp2c23|Cyp3a44|Cyp2c69,-3,GC8_all
GO Biological Processes,19,GO:0006974,DNA damage response,19_GO:0050896 response to stimulus,-4.9,1.7,4.7,17423,694,1002,68,6.8,0.79,12043|12122|12125|12144|12189|12227|12366|12566|12575|12795|12952|14088|14211|15361|15574|15951|17217|17219|19355|19365|19691|19941|20135|20913|20937|21665|21673|21973|22367|27015|50776|53892|57257|60364|66131|66209|66595|68145|68240|68501|69263|69922|70681|71946|72170|72612|73747|74044|74729|74747|77622|104806|105377|107373|107986|140917|191578|211064|219022|224008|227099|227525|235323|237911|241627|380709|382985|408022,Bcl2|Bid|Bcl2l11|Blm|Brca1|Btg2|Casp2|Cdk2|Cdkn1a|Plk3|Cry1|Fancc|Smc2|Hmga1|Hus1|Ifi204|Mcm4|Mcm6|Rad1|Rad52|Recql|Rpl26|Rrm2|Stxbp4|Suv39h1|Tdg|Dntt|Top2a|Vrk1|Polk|Polg2|Ppm1d|Vav3|Donson|Tipin|Inip|Aste1|Etaa1|Rpa3|Nsmce2|Rfc3|Vrk2|Abraxas1|Endod1|Chchd4|Hpf1|Shld1|Ttf2|Setmar|Ddit4|Apex2|Fancm|Slf1|Fam111a|Ddb2|Dclre1b|Helq|Alkbh1|Ttc5|Spidr|Pms1|Dclre1c|Usp28|Brip1|Wdr76|Spata22|Rrm2b|Primpol,-3,GC8_all
GO Biological Processes,19,GO:0009820,alkaloid metabolic process,19_GO:0009987 cellular process,-4.9,9.5,7,17423,11,1002,6,0.6,0.24,13112|13114|18113|53973|234671|337924,Cyp3a11|Cyp3a16|Nnmt|Cyp3a41a|Ces2c|Cyp3a44,-2.9,GC8_all
GO Biological Processes,19,GO:0008033,tRNA processing,19_GO:0009987 cellular process,-4.8,2.9,5.2,17423,120,1002,20,2,0.44,13434|54364|66161|66637|67049|67724|68260|68736|68857|69185|71916|74455|76357|85029|106248|108943|208366|211064|229780|320816,Trdmt1|Rpp30|Pop4|Tsen15|Pus3|Pop1|Tyw2|Tyw5|Dtwd2|Dtwd1|Dus4l|Nsun6|Trmt5|Rpph1|Qtrt2|Trmt10a|Rpp40|Alkbh1|Trmt13|Ankrd16,-2.8,GC8_all
GO Biological Processes,19,GO:0007099,centriole replication,19_GO:0009987 cellular process,-4.7,6.3,6.2,17423,22,1002,8,0.8,0.28,12566|67463|70799|99100|101565|246102|381644|382010,Cdk2|Poc5|Cep192|Cep152|Ccp110|Rttn|Cep135|Cep44,-2.8,GC8_all
KEGG Pathway,24,mmu00591,Linoleic acid metabolism - Mus musculus (house mouse),,-4.7,4.2,5.6,17423,50,1002,12,1.2,0.34,13097|13098|13099|13112|13113|13114|53973|74519|226143|337924|100041449|100043108,Cyp2c38|Cyp2c39|Cyp2c40|Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp2j9|Cyp2c23|Cyp3a44|Cyp3a59|Cyp2c69,-2.8,GC8_all
Reactome Gene Sets,6,R-MMU-1852241,Organelle biogenesis and maintenance,,-4.6,2.3,4.8,17423,208,1002,28,2.8,0.52,67161|67694|68055|68121|68259|70799|71492|72421|73668|74201|74682|76260|76478|76779|78887|99100|101565|213081|225745|230376|231123|236266|237222|244585|320299|329795|381644|382090,Sclt1|Ift74|Dmac2l|Cep70|Ift80|Cep192|Bbs7|Ift70b|Ttc21b|Cep97|Wdr35|Ttc8|Haus8|Ift38|Sfi1|Cep152|Ccp110|Wdr19|Haus1|Haus6|Haus3|Alms1|Ofd1|Rpgrip1l|Iqcb1|Tmem67|Cep135|Cep162,-2.7,GC8_all
GO Biological Processes,19,GO:0002933,lipid hydroxylation,19_GO:0009987 cellular process,-4.6,8.7,6.6,17423,12,1002,6,0.6,0.24,13099|13112|13114|53973|337924|100043108,Cyp2c40|Cyp3a11|Cyp3a16|Cyp3a41a|Cyp3a44|Cyp2c69,-2.7,GC8_all
Reactome Gene Sets,6,R-MMU-9027307,Biosynthesis of maresin-like SPMs,,-4.6,8.7,6.6,17423,12,1002,6,0.6,0.24,13112|13113|13114|53973|337924|100041449,Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44|Cyp3a59,-2.7,GC8_all
Reactome Gene Sets,6,R-MMU-5423646,Aflatoxin activation and detoxification,,-4.6,6,6,17423,23,1002,8,0.8,0.28,13086|13112|13113|13114|53973|66447|337924|100041449,Cyp2a4|Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Mgst3|Cyp3a44|Cyp3a59,-2.7,GC8_all
WikiPathways,27,WP413,G1 to S cell cycle control,,-4.5,3.8,5.3,17423,60,1002,13,1.3,0.36,12448|12566|12575|12580|13559|17217|17219|18393|19076|19650|22390|56452|68240,Ccne2|Cdk2|Cdkn1a|Cdkn2c|E2f5|Mcm4|Mcm6|Orc2|Prim2|Rbl1|Wee1|Orc6|Rpa3,-2.6,GC8_all
GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0009987 cellular process,-4.5,2.5,4.8,17423,167,1002,24,2.4,0.48,12144|12189|12448|12566|17217|17219|18393|19076|19691|27015|50776|56452|57441|57815|60364|66131|68145|68240|69263|74729|104806|107373|382985|408022,Blm|Brca1|Ccne2|Cdk2|Mcm4|Mcm6|Orc2|Prim2|Recql|Polk|Polg2|Orc6|Gmnn|Afg2a|Donson|Tipin|Etaa1|Rpa3|Rfc3|Setmar|Fancm|Fam111a|Rrm2b|Primpol,-2.6,GC8_all
Reactome Gene Sets,6,R-MMU-9018682,Biosynthesis of maresins,,-4.4,8,6.3,17423,13,1002,6,0.6,0.24,13112|13113|13114|53973|337924|100041449,Cyp3a11|Cyp3a13|Cyp3a16|Cyp3a41a|Cyp3a44|Cyp3a59,-2.5,GC8_all
GO Biological Processes,19,GO:0044782,cilium organization,19_GO:0009987 cellular process,-4.3,1.9,4.4,17423,361,1002,40,4,0.62,18003|19335|19726|52023|66994|67161|67694|68121|68259|71481|71492|72421|72747|73668|74682|74895|75216|76260|76779|76832|76967|80291|98376|101565|171567|213081|236266|237222|239273|244585|245902|246102|269336|319713|320234|320299|320634|329795|382090|546143,Nedd9|Rab23|Rfx3|Pibf1|Cep19|Sclt1|Ift74|Cep70|Ift80|Alpk1|Bbs7|Ift70b|Ttc39c|Ttc21b|Wdr35|Ccdc181|Cep128|Ttc8|Ift38|Hyls1|2700049A03Rik|Rilpl2|Gorab|Ccp110|Nme7|Wdr19|Alms1|Ofd1|Abcc4|Rpgrip1l|Ccdc15|Rttn|Ccdc32|Ablim3|Ccdc66|Iqcb1|Ocrl|Tmem67|Cep162|Pierce2,-2.4,GC8_all
Reactome Gene Sets,6,R-MMU-211945,Phase I - Functionalization of compounds,,-4.2,2.9,4.8,17423,101,1002,17,1.7,0.41,13086|13112|13113|13114|13118|13119|13120|13121|14262|21391|53973|232174|244209|277753|337924|666168|100041449,Cyp2a4|Cyp3a11|Cyp3a13|Cyp3a16|Cyp4a12b|Cyp4a14|Cyp4b1|Cyp51|Fmo3|Tbxas1|Cyp3a41a|Cyp26b1|Cyp2r1|Cyp4a12a|Cyp3a44|Cyp4a31|Cyp3a59,-2.4,GC8_all
GO Biological Processes,19,GO:0009822,alkaloid catabolic process,19_GO:0009987 cellular process,-4.2,9.7,6.4,17423,9,1002,5,0.5,0.22,13112|13114|53973|234671|337924,Cyp3a11|Cyp3a16|Cyp3a41a|Ces2c|Cyp3a44,-2.3,GC8_all
GO Biological Processes,19,GO:0006399,tRNA metabolic process,19_GO:0009987 cellular process,-4.2,2.4,4.5,17423,175,1002,24,2.4,0.48,13434|54364|66161|66637|67049|67724|68260|68736|68857|69185|69639|71916|74455|76357|85029|106248|108943|208366|211064|212679|229780|237886|276950|320816,Trdmt1|Rpp30|Pop4|Tsen15|Pus3|Pop1|Tyw2|Tyw5|Dtwd2|Dtwd1|Exosc8|Dus4l|Nsun6|Trmt5|Rpph1|Qtrt2|Trmt10a|Rpp40|Alkbh1|Mars2|Trmt13|Slfn9|Slfn8|Ankrd16,-2.3,GC8_all
GO Biological Processes,19,GO:0120161,regulation of cold-induced thermogenesis,19_GO:0042592 homeostatic process,-4.2,2.6,4.6,17423,143,1002,21,2.1,0.45,11770|11865|12608|12686|12772|13198|14245|14609|16592|16847|18162|18559|18627|21898|23794|23882|26399|54635|231507|236266|329910,Fabp4|Bmal1|Cebpb|Elovl3|Ccr2|Ddit3|Lpin1|Gja1|Fabp5|Lepr|Npr3|Pctp|Per2|Tlr4|Adamts5|Gadd45g|Map2k6|Pdgfc|Plac8|Alms1|Acot11,-2.3,GC8_all
GO Biological Processes,19,GO:0098534,centriole assembly,19_GO:0009987 cellular process,-4,5.2,5.3,17423,27,1002,8,0.8,0.28,12566|67463|70799|99100|101565|246102|381644|382010,Cdk2|Poc5|Cep192|Cep152|Ccp110|Rttn|Cep135|Cep44,-2.2,GC8_all
GO Biological Processes,19,GO:0060271,cilium assembly,19_GO:0009987 cellular process,-4,2,4.2,17423,321,1002,36,3.6,0.59,19335|19726|52023|66994|67161|67694|68121|68259|71481|71492|72421|72747|73668|74682|74895|75216|76260|76779|76832|76967|80291|98376|171567|213081|236266|237222|239273|244585|245902|319713|320234|320299|320634|329795|382090|546143,Rab23|Rfx3|Pibf1|Cep19|Sclt1|Ift74|Cep70|Ift80|Alpk1|Bbs7|Ift70b|Ttc39c|Ttc21b|Wdr35|Ccdc181|Cep128|Ttc8|Ift38|Hyls1|2700049A03Rik|Rilpl2|Gorab|Nme7|Wdr19|Alms1|Ofd1|Abcc4|Rpgrip1l|Ccdc15|Ablim3|Ccdc66|Iqcb1|Ocrl|Tmem67|Cep162|Pierce2,-2.2,GC8_all
