source	profile_id	accession	tissue	condition	_row_index	pc1	pc2
real	OSD-613/RRRM2_BRN_FLT_ISS-T_OLD_FO20	OSD-613	brain	flight	1290	-0.0693502277	0.0729898438
real	OSD-613/RRRM2_BRN_FLT_ISS-T_YNG_FY2	OSD-613	brain	flight	1291	-0.00614355458	0.0524361916
real	OSD-613/RRRM2_BRN_GC_ISS-T_OLD_GO18	OSD-613	brain	ground_control	1297	-0.128281638	0.0715025738
real	OSD-613/RRRM2_BRN_GC_ISS-T_YNG_GY4	OSD-613	brain	ground_control	1301	-0.123039566	0.0663574561
real	OSD-665/RR23_R-EDL_FLT_F3	OSD-665	skeletal_muscle	flight	1306	-0.344224989	0.545042634
real	OSD-665/RR23_R-EDL_FLT_F7	OSD-665	skeletal_muscle	flight	1310	-0.322913766	0.609176159
real	OSD-665/RR23_R-EDL_GC_G6	OSD-665	skeletal_muscle	ground_control	1318	-0.325489342	0.613814294
real	OSD-665/RR23_R-EDL_GC_G7	OSD-665	skeletal_muscle	ground_control	1319	-0.338474274	0.55311954
real	OSD-666/RR23_R-Quad_FLT_F1	OSD-666	skeletal_muscle	flight	1322	-0.207863554	1.21390975
real	OSD-666/RR23_R-Quad_FLT_F8	OSD-666	skeletal_muscle	flight	1329	-0.204457119	0.878141522
real	OSD-666/RR23_R-Quad_GC_G4	OSD-666	skeletal_muscle	ground_control	1334	-0.219381019	0.995235622
real	OSD-666/RR23_R-Quad_GC_G5	OSD-666	skeletal_muscle	ground_control	1335	-0.208607644	1.14814448
real	OSD-667/RR10_CLN_FLT_KO_F19	OSD-667	colon	flight	1342	0.075049229	-0.12977986
real	OSD-667/RR10_CLN_FLT_WT_F7	OSD-667	colon	flight	1348	-0.218685061	-0.0114769852
real	OSD-667/RR10_CLN_GC_WT_G12	OSD-667	colon	ground_control	1354	-0.0802586675	-0.0539990999
real	OSD-667/RR10_CLN_GC_WT_G3	OSD-667	colon	ground_control	1357	-0.0633465499	-0.0291278642
real	OSD-686/GSM7708683	OSD-686	liver	ground_control	1360	-0.618953466	-0.684934855
real	OSD-686/GSM7708690	OSD-686	liver	flight	1367	-0.634508669	-0.74971956
real	OSD-690/GSM7706825	OSD-690	bone_marrow	ground_control	1371	0.128689334	-0.0706204847
real	OSD-690/GSM7706827	OSD-690	bone_marrow	ground_control	1373	-0.0520074852	-0.0354812108
real	OSD-690/GSM7706836	OSD-690	bone_marrow	flight	1382	-0.1536607	-0.00935479999
real	OSD-690/GSM7706839	OSD-690	bone_marrow	flight	1385	-0.101614565	-0.017437797
real	OSD-714/DRS284031	OSD-714	skeletal_muscle	ground_control	1393	-0.144955918	0.455806285
real	OSD-714/DRS284036	OSD-714	skeletal_muscle	flight	1398	0.0968518034	0.255647212
real	OSD-714/DRS284038	OSD-714	skeletal_muscle	flight	1400	0.145647049	0.293016434
real	OSD-714/DRS284041	OSD-714	skeletal_muscle	ground_control	1403	-0.0844696537	0.436102718
real	OSD-758/MHU-8_RTN_FLT_FLT06	OSD-758	retina	flight	1417	0.43844983	-0.00222695223
real	OSD-758/MHU-8_RTN_FLT_FLT14	OSD-758	retina	flight	1425	0.584674537	0.0156150572
real	OSD-758/MHU-8_RTN_FLT_FLT16	OSD-758	retina	flight	1427	0.56663996	0.0115722809
real	OSD-758/MHU-8_RTN_FLT_FLT23	OSD-758	retina	flight	1434	0.559929729	0.0244853348
real	OSD-758/MHU-8_RTN_HGC_HGC01	OSD-758	retina	ground_control	1436	0.576142788	0.00854822993
real	OSD-758/MHU-8_RTN_HGC_HGC05	OSD-758	retina	ground_control	1440	0.405726463	0.0238532927
real	OSD-759/MHU-8_ON_FLT_FLT04	OSD-759	optic_nerve	flight	1450	-0.115581021	0.530371308
real	OSD-759/MHU-8_ON_FLT_FLT06	OSD-759	optic_nerve	flight	1452	0.0971414819	0.704686284
real	OSD-759/MHU-8_ON_FLT_FLT07	OSD-759	optic_nerve	flight	1453	0.675714374	0.260948986
real	OSD-759/MHU-8_ON_FLT_FLT08	OSD-759	optic_nerve	flight	1454	0.714204609	0.690737188
real	OSD-759/MHU-8_ON_HGC_HGC01	OSD-759	optic_nerve	ground_control	1471	0.228488564	0.9058007
real	OSD-759/MHU-8_ON_HGC_HGC02	OSD-759	optic_nerve	ground_control	1472	0.0530062355	0.574757814
real	OSD-770/RR23_R-SLS_FLT_F3	OSD-770	skeletal_muscle	flight	1485	-0.451567531	0.173596427
real	OSD-770/RR23_R-SLS_FLT_F9	OSD-770	skeletal_muscle	flight	1491	-0.415025711	0.229903698
real	OSD-770/RR23_R-SLS_GC_G2	OSD-770	skeletal_muscle	ground_control	1493	-0.378021806	0.25506115
real	OSD-770/RR23_R-SLS_GC_G4	OSD-770	skeletal_muscle	ground_control	1495	-0.380272537	0.278436065
real	OSD-771/RRRM2_R-KDN_FLT_ISS-T_OLD_FO13	OSD-771	kidney	flight	1502	-0.330271333	-0.174450487
real	OSD-771/RRRM2_R-KDN_FLT_ISS-T_YNG_FY1	OSD-771	kidney	flight	1506	-0.417057663	-0.106896572
real	OSD-771/RRRM2_R-KDN_FLT_LAR_OLD_FO19	OSD-771	kidney	flight	1513	-0.327568829	-0.113100611
real	OSD-771/RRRM2_R-KDN_GC_ISS-T_OLD_GO16	OSD-771	kidney	ground_control	1525	-0.365493655	-0.136832401
real	OSD-771/RRRM2_R-KDN_GC_LAR_OLD_GO19	OSD-771	kidney	ground_control	1535	-0.356334269	-0.125197932
real	OSD-771/RRRM2_R-KDN_GC_LAR_YNG_GY5	OSD-771	kidney	ground_control	1538	-0.404480308	-0.069016479
real	OSD-899/RR10_CEC_FLT_KO_F11	OSD-899	cecum	flight	1541	-0.324426919	-0.00120258587
real	OSD-899/RR10_CEC_FLT_WT_F16	OSD-899	cecum	flight	1547	-0.228659853	-0.0464316085
real	OSD-899/RR10_CEC_GC_KO_G4	OSD-899	cecum	ground_control	1554	-0.267640352	-0.0075415629
real	OSD-899/RR10_CEC_GC_WT_G12	OSD-899	cecum	ground_control	1556	-0.375237882	0.0202353764
real	OSD-900/RR10_LNG_FLT_KO_F10	OSD-900	lung	flight	1561	0.234489456	-0.122730702
real	OSD-900/RR10_LNG_FLT_KO_F8	OSD-900	lung	flight	1565	0.370690614	-0.149173096
real	OSD-900/RR10_LNG_GC_KO_G2	OSD-900	lung	ground_control	1572	0.0824738219	-0.096176073
real	OSD-900/RR10_LNG_GC_WT_G5	OSD-900	lung	ground_control	1578	0.188040033	-0.102062158
real	OSD-901/GSM8596801	OSD-901	cultured_cells	ground_control	1581	1.71209025	-0.483220756
real	OSD-901/GSM8596804	OSD-901	cultured_cells	flight	1584	1.56793642	-0.446716785
real	OSD-98/Mmus_C57-6J_ADR_FLT_Rep6_M28	OSD-98	adrenal_gland	flight	1592	0.543361783	-0.212162361
real	OSD-98/Mmus_C57-6J_ADR_GC_Rep4_M36	OSD-98	adrenal_gland	ground_control	1596	0.517299294	-0.183930025
real	OSD-99/Mmus_C57-6J_EDL_FLT_Rep6_M30	OSD-99	skeletal_muscle	flight	1603	-0.0865284801	1.13000524
real	OSD-99/Mmus_C57-6J_EDL_GC_Rep1_M31	OSD-99	skeletal_muscle	ground_control	1604	-0.088752903	1.08672786
synthetic	OSD-100/Mmus_C57-6J_EYE_FLT_Rep3_M25	OSD-100	eye	flight	2	0.605888247	-0.103588738
synthetic	OSD-100/Mmus_C57-6J_EYE_GC_Rep1_M33	OSD-100	eye	ground_control	6	0.643897712	-0.0947122425
synthetic	OSD-101/Mmus_C57-6J_GST_FLT_Rep6_M28	OSD-101	skeletal_muscle	flight	17	0.000373640185	1.20559275
synthetic	OSD-101/Mmus_C57-6J_GST_GC_Rep4_M36	OSD-101	skeletal_muscle	ground_control	21	-0.0695130602	1.09596169
synthetic	OSD-102/Mmus_C57-6J_KDN_FLT_Rep4_M26	OSD-102	kidney	flight	27	-0.0696469247	-0.156722575
synthetic	OSD-102/Mmus_C57-6J_KDN_GC_Rep5_M37	OSD-102	kidney	ground_control	34	0.0636474118	-0.225806788
synthetic	OSD-103/Mmus_C57-6J_Quad_FLT_Rep6_M28	OSD-103	skeletal_muscle	flight	41	0.00300046196	1.35767376
synthetic	OSD-103/Mmus_C57-6J_Quad_GC_Rep3_M35	OSD-103	skeletal_muscle	ground_control	44	-0.0128546748	1.39596009
synthetic	OSD-104/Mmus_C57-6J_SLS_FLT_Rep4_M26	OSD-104	skeletal_muscle	flight	51	-0.0265031811	0.977823853
synthetic	OSD-104/Mmus_C57-6J_SLS_GC_Rep3_M35	OSD-104	skeletal_muscle	ground_control	56	-0.0510977209	0.856583536
synthetic	OSD-105/Mmus_C57-6J_TA_FLT_Rep1_M23	OSD-105	skeletal_muscle	flight	60	-0.0708095506	1.05774581
synthetic	OSD-105/Mmus_C57-6J_TA_GC_Rep2_M34	OSD-105	skeletal_muscle	ground_control	67	-0.116537713	0.903013945
synthetic	OSD-137/Mmus_BAL-TAL_LVR_FLT_Rep6_F6	OSD-137	liver	flight	77	-0.683900297	-0.691804111
synthetic	OSD-137/Mmus_BAL-TAL_LVR_GC_Rep4_G5	OSD-137	liver	ground_control	81	-0.67631793	-0.67736733
synthetic	OSD-161/Mmus_BAL-TAL_ADR_FLT_Rep3_F4	OSD-161	adrenal_gland	flight	86	0.683970511	-0.309197664
synthetic	OSD-161/Mmus_BAL-TAL_ADR_GC_Rep3_G4	OSD-161	adrenal_gland	ground_control	91	0.634850681	-0.287624061
synthetic	OSD-162/Mmus_BAL-TAL_EYE_FLT_Rep4_F4	OSD-162	eye	flight	97	0.271237075	-0.182370961
synthetic	OSD-162/Mmus_BAL-TAL_EYE_GC_Rep4_G5	OSD-162	eye	ground_control	102	0.299966216	0.10465128
synthetic	OSD-163/Mmus_BAL-TAL_KDN_FLT_Rep4_F5	OSD-163	kidney	flight	107	-0.0276031215	-0.276696056
synthetic	OSD-163/Mmus_BAL-TAL_KDN_GC_Rep3_G3	OSD-163	kidney	ground_control	112	-0.197332874	-0.216216028
synthetic	OSD-164/Mmus_C57-6T_LVR_FLT_Rep1_F1	OSD-164	liver	flight	116	-0.741503239	-0.518796206
synthetic	OSD-164/Mmus_C57-6T_LVR_GC_Rep2_G2	OSD-164	liver	ground_control	120	-0.683757842	-0.58075279
synthetic	OSD-164/Mmus_C57-6T_SPL_FLT_Rep3_F3	OSD-164	spleen	flight	124	0.707653463	-0.224829882
synthetic	OSD-164/Mmus_C57-6T_SPL_GC_Rep1_G1	OSD-164	spleen	ground_control	125	0.614115417	-0.20711568
synthetic	OSD-168/Mmus_BAL-TAL_LVR_RR3_FLT_wERCC_Rep1_F1	OSD-168	liver	flight	128	-0.517174602	-0.70614177
synthetic	OSD-168/Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep3_G3	OSD-168	liver	ground_control	134	-0.439240634	-0.635250747
synthetic	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	OSD-168	liver	flight	137	-0.605153501	-0.672494233
synthetic	OSD-168/Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep2_M37	OSD-168	liver	ground_control	152	-0.660542428	-0.600614607
synthetic	OSD-194/Mmus_BAL-TAL_LRTN_FLT_Rep5_F10	OSD-194	retina	flight	164	0.875833392	-0.0784948245
synthetic	OSD-194/Mmus_BAL-TAL_RRTN_GC_Rep4_G10	OSD-194	retina	ground_control	168	0.7370314	-0.073619917
synthetic	OSD-238/Mmus_C57-6J_DSKN_FLT_1G_JCwFOS_Rep1_F4	OSD-238	skin	flight	172	0.465015054	0.110501714
synthetic	OSD-238/Mmus_C57-6J_DSKN_FLT_uG_JCwFOS_Rep3_F8	OSD-238	skin	flight	180	0.668697476	-0.0361035578
synthetic	OSD-238/Mmus_C57-6J_DSKN_GC_1G_JCwFOS_Rep3_G11	OSD-238	skin	ground_control	186	0.61743927	-0.0924382284
synthetic	OSD-239/Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9	OSD-239	skin	flight	194	0.616412461	0.0998829305
synthetic	OSD-239/Mmus_C57-6J_FSKN_FLT_uG_JCwFOS_Rep1_F1	OSD-239	skin	flight	195	0.757663548	-0.205525219
synthetic	OSD-239/Mmus_C57-6J_FSKN_GC_1G_JCwFOS_Rep2_G10	OSD-239	skin	ground_control	202	0.546778023	-0.0248754863
synthetic	OSD-240/Mmus_BAL-TAL_DSKN_FLT_Rep2_F2	OSD-240	skin	flight	206	0.331323296	-0.0380694382
synthetic	OSD-240/Mmus_BAL-TAL_DSKN_FLT_Rep9_F9	OSD-240	skin	flight	213	0.389988065	0.171121284
synthetic	OSD-240/Mmus_BAL-TAL_DSKN_GC_Rep10_G10	OSD-240	skin	ground_control	214	0.408909053	0.0262685809
synthetic	OSD-240/Mmus_BAL-TAL_DSKN_GC_Rep2_G2	OSD-240	skin	ground_control	216	0.682029009	-0.0940522552
synthetic	OSD-241/Mmus_BAL-TAL_FSKN_FLT_Rep6_F6	OSD-241	skin	flight	229	0.471869648	-0.171066865
synthetic	OSD-241/Mmus_BAL-TAL_FSKN_FLT_Rep8_F9	OSD-241	skin	flight	231	0.580255091	-0.119357213
synthetic	OSD-241/Mmus_BAL-TAL_FSKN_GC_Rep2_G2	OSD-241	skin	ground_control	235	0.637833536	-0.239031047
synthetic	OSD-241/Mmus_BAL-TAL_FSKN_GC_Rep3_G3	OSD-241	skin	ground_control	236	0.67553091	-0.177563444
synthetic	OSD-242/Mmus_C57-6J_LVR_FLT_C1_Rep3_F3	OSD-242	liver	flight	245	-0.565382302	-0.399376303
synthetic	OSD-242/Mmus_C57-6J_LVR_GC_C2_Rep3_G4	OSD-242	liver	ground_control	250	-0.498118311	-0.212217197
synthetic	OSD-243/Mmus_C57-6T_DSKN_FLT_LAR_Rep3_F3	OSD-243	skin	flight	263	0.681242049	-0.0991498902
synthetic	OSD-243/Mmus_C57-6T_DSKN_FLT_LAR_Rep6_F6	OSD-243	skin	flight	266	0.456517696	0.112982832
synthetic	OSD-243/Mmus_C57-6T_DSKN_FLT_LAR_Rep7_F7	OSD-243	skin	flight	267	0.486287683	0.0304473247
synthetic	OSD-243/Mmus_C57-6T_DSKN_GC_ISS-T_Rep3_G3	OSD-243	skin	ground_control	273	0.620901585	-0.129215017
synthetic	OSD-243/Mmus_C57-6T_DSKN_GC_LAR_Rep3_G4	OSD-243	skin	ground_control	282	0.830370903	-0.219868004
synthetic	OSD-243/Mmus_C57-6T_DSKN_GC_LAR_Rep4_G5	OSD-243	skin	ground_control	283	0.565559208	0.127854571
synthetic	OSD-244/Mmus_C57-6T_TMS_FLT_ISS-T_Rep1_F1	OSD-244	thymus	flight	290	-0.3440108	0.0196102727
synthetic	OSD-244/Mmus_C57-6T_TMS_FLT_LAR_Rep2_F2	OSD-244	thymus	flight	300	-0.103359297	-0.0366651379
synthetic	OSD-244/Mmus_C57-6T_TMS_FLT_LAR_Rep6_F7	OSD-244	thymus	flight	304	0.0779874325	-0.0505635142
synthetic	OSD-244/Mmus_C57-6T_TMS_GC_ISS-T_Rep2_G2	OSD-244	thymus	ground_control	310	0.299179047	-0.0868146047
synthetic	OSD-244/Mmus_C57-6T_TMS_GC_LAR_Rep4_G5	OSD-244	thymus	ground_control	321	0.333516747	-0.114606112
synthetic	OSD-244/Mmus_C57-6T_TMS_GC_LAR_Rep6_G7	OSD-244	thymus	ground_control	323	0.429069042	-0.169760078
synthetic	OSD-245/Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4	OSD-245	liver	flight	336	-0.445905477	-0.0965393782
synthetic	OSD-245/Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5	OSD-245	liver	flight	337	-0.542807996	-0.205138341
synthetic	OSD-245/Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1	OSD-245	liver	flight	338	-0.5093835	-0.230808169
synthetic	OSD-245/Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	OSD-245	liver	ground_control	351	-0.516591489	-0.329895049
synthetic	OSD-245/Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	OSD-245	liver	ground_control	356	-0.507526755	-0.1995437
synthetic	OSD-245/Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	OSD-245	liver	ground_control	361	-0.629877448	-0.442304641
synthetic	OSD-246/Mmus_C57-6T_SPL_FLT_ISS-T_Rep5_F8	OSD-246	spleen	flight	370	0.32759735	-0.121641211
synthetic	OSD-246/Mmus_C57-6T_SPL_FLT_LAR_Rep5_F7	OSD-246	spleen	flight	377	0.307534188	-0.0989662185
synthetic	OSD-246/Mmus_C57-6T_SPL_FLT_LAR_Rep7_F9	OSD-246	spleen	flight	379	0.168910503	-0.0565734282
synthetic	OSD-246/Mmus_C57-6T_SPL_GC_LAR_Rep3_G5	OSD-246	spleen	ground_control	390	0.0648243576	-0.0327766165
synthetic	OSD-246/Mmus_C57-6T_SPL_GC_LAR_Rep8_G10	OSD-246	spleen	ground_control	395	0.154730916	-0.0635369644
synthetic	OSD-246/Mmus_C57-6T_SPL_GC_LAR_Rep9_G2	OSD-246	spleen	ground_control	396	0.171617046	-0.0720891207
synthetic	OSD-247/Mmus_C57-6T_CLN_FLT_ISS-T_Rep2_F3	OSD-247	colon	flight	398	0.18225944	-0.130765483
synthetic	OSD-247/Mmus_C57-6T_CLN_FLT_ISS-T_Rep6_F7	OSD-247	colon	flight	402	0.253617853	-0.122603834
synthetic	OSD-247/Mmus_C57-6T_CLN_FLT_LAR_Rep9_F9	OSD-247	colon	flight	415	0.0396030284	-0.145165086
synthetic	OSD-247/Mmus_C57-6T_CLN_GC_LAR_Rep3_G4	OSD-247	colon	ground_control	427	0.151006207	-0.120084725
synthetic	OSD-247/Mmus_C57-6T_CLN_GC_LAR_Rep5_G6	OSD-247	colon	ground_control	429	0.0371479094	-0.102448083
synthetic	OSD-247/Mmus_C57-6T_CLN_GC_LAR_Rep7_G9	OSD-247	colon	ground_control	431	0.247296676	-0.135114416
synthetic	OSD-248/Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10	OSD-248	lung	flight	433	0.426641494	-0.193496928
synthetic	OSD-248/Mmus_C57-6T_LNG_FLT_ISS-T_Rep1_F1	OSD-248	lung	flight	434	0.373601139	-0.154394761
synthetic	OSD-248/Mmus_C57-6T_LNG_FLT_LAR_Rep3_F3	OSD-248	lung	flight	446	-0.0795493871	-0.137909621
synthetic	OSD-248/Mmus_C57-6T_LNG_GC_ISS-T_Rep1_G1	OSD-248	lung	ground_control	454	0.0681297854	-0.0581800491
synthetic	OSD-248/Mmus_C57-6T_LNG_GC_LAR_Rep3_G4	OSD-248	lung	ground_control	465	0.265246361	-0.11404366
synthetic	OSD-248/Mmus_C57-6T_LNG_GC_LAR_Rep5_G6	OSD-248	lung	ground_control	467	0.137493908	-0.120052606
synthetic	OSD-253/Mmus_C3H-HeJ_KDN_FLT_25days_Rep2_F6	OSD-253	kidney	flight	473	-0.137758479	-0.274066806
synthetic	OSD-253/Mmus_C3H-HeJ_KDN_FLT_25days_Rep4_F14	OSD-253	kidney	flight	475	-0.130812988	-0.217394024
synthetic	OSD-253/Mmus_C3H-HeJ_KDN_FLT_75days_Rep2_F8	OSD-253	kidney	flight	478	-0.235872343	-0.0124271465
synthetic	OSD-253/Mmus_C3H-HeJ_KDN_GC_75days_Rep2_G8	OSD-253	kidney	ground_control	488	-0.152847707	-0.293023616
synthetic	OSD-253/Mmus_C3H-HeJ_KDN_GC_75days_Rep4_G16	OSD-253	kidney	ground_control	490	-0.155620962	-0.305649489
synthetic	OSD-253/Mmus_C57-6J_KDN_GC_25days_Rep5_G17	OSD-253	kidney	ground_control	506	-0.163354218	-0.217118308
synthetic	OSD-254/Mmus_C3H-HeJ_SKN_FLT_25days_Rep3_F10	OSD-254	skin	flight	513	0.522994578	-0.00776685541
synthetic	OSD-254/Mmus_C3H-HeJ_SKN_GC_25days_Rep1_G2	OSD-254	skin	ground_control	521	0.386600763	0.082085602
synthetic	OSD-254/Mmus_C3H-HeJ_SKN_GC_75days_Rep2_G8	OSD-254	skin	ground_control	527	0.61876595	0.0826429799
synthetic	OSD-254/Mmus_C57-6J_SKN_FLT_75days_Rep4_F15	OSD-254	skin	flight	539	0.680079639	-0.0824224502
synthetic	OSD-254/Mmus_C57-6J_SKN_FLT_75days_Rep5_F19	OSD-254	skin	flight	540	0.408253282	-0.0488186143
synthetic	OSD-254/Mmus_C57-6J_SKN_GC_75days_Rep3_G15	OSD-254	skin	ground_control	548	0.68812716	-0.131460533
synthetic	OSD-255/GSM3932694	OSD-255	retina	ground_control	552	0.475377023	-0.0503304824
synthetic	OSD-255/GSM3932701	OSD-255	retina	flight	559	0.363471776	-0.0208364651
synthetic	OSD-270/RR3_HRT_FLT_F1	OSD-270	heart	flight	567	-0.243596748	0.159006253
synthetic	OSD-288/Mmus_C57-6CR_SPL_GC_1G_Rep2_gc2	OSD-288	spleen	ground_control	573	0.507369518	-0.0884886459
synthetic	OSD-288/Mmus_C57-6J_SPL_FLT_1G_Rep2_ag2	OSD-288	spleen	flight	576	0.626903057	-0.179227635
synthetic	OSD-289/Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1	OSD-289	thymus	ground_control	581	0.765962243	-0.151224077
synthetic	OSD-289/Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep1	OSD-289	thymus	flight	584	0.892333925	-0.172165841
synthetic	OSD-289/Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1	OSD-289	thymus	flight	593	1.02805305	-0.255113691
synthetic	OSD-326/SRR11148754	OSD-326	skeletal_muscle	ground_control	597	-0.383704633	0.347886741
synthetic	OSD-326/SRR11148760	OSD-326	skeletal_muscle	flight	603	-0.317942798	0.824473441
synthetic	OSD-352/RR3_BRN_FLT_F2	OSD-352	brain	flight	605	-0.1586207	0.100091271
synthetic	OSD-352/RR3_BRN_GC_G7	OSD-352	brain	ground_control	607	-0.0910624787	0.0853859708
synthetic	OSD-379/RR8_LVR_FLT_ISS-T_OLD_FI15	OSD-379	liver	flight	614	-0.473581165	-0.0939141214
synthetic	OSD-379/RR8_LVR_FLT_ISS-T_OLD_FI18	OSD-379	liver	flight	617	-0.522818029	-0.152155757
synthetic	OSD-379/RR8_LVR_FLT_ISS-T_OLD_FI20	OSD-379	liver	flight	619	-0.562355638	-0.149002567
synthetic	OSD-379/RR8_LVR_FLT_ISS-T_YNG_FI2	OSD-379	liver	flight	622	-0.553087771	-0.192880511
synthetic	OSD-379/RR8_LVR_FLT_ISS-T_YNG_FI6	OSD-379	liver	flight	626	-0.60051018	-0.35619995
synthetic	OSD-379/RR8_LVR_FLT_LAR_OLD_FL11	OSD-379	liver	flight	630	-0.484833837	-0.0880258679
synthetic	OSD-379/RR8_LVR_GC_ISS-T_OLD_GI14	OSD-379	liver	ground_control	648	-0.561988831	-0.195281148
synthetic	OSD-379/RR8_LVR_GC_ISS-T_OLD_GI17	OSD-379	liver	ground_control	651	-0.536264598	-0.198665321
synthetic	OSD-379/RR8_LVR_GC_ISS-T_YNG_GI7	OSD-379	liver	ground_control	662	-0.592165768	-0.374595493
synthetic	OSD-379/RR8_LVR_GC_LAR_OLD_GL12	OSD-379	liver	ground_control	666	-0.547119081	-0.297281772
synthetic	OSD-379/RR8_LVR_GC_LAR_OLD_GL15	OSD-379	liver	ground_control	667	-0.563753247	-0.233682021
synthetic	OSD-379/RR8_LVR_GC_LAR_YNG_GL5	OSD-379	liver	ground_control	678	-0.552813113	-0.492558211
synthetic	OSD-397/M22	OSD-397	retina	flight	681	0.211788192	-0.0644297376
synthetic	OSD-397/M26	OSD-397	retina	flight	685	0.247193247	0.0344783068
synthetic	OSD-397/M33	OSD-397	retina	ground_control	691	0.279866964	-0.0318713933
synthetic	OSD-401/GSM5398363	OSD-401	skeletal_muscle	flight	701	-0.161373287	0.712994039
synthetic	OSD-401/GSM5398366	OSD-401	skeletal_muscle	ground_control	704	-0.072080262	1.16076875
synthetic	OSD-419/RR1_GST-R_FLT_M26	OSD-419	skeletal_muscle	flight	711	-0.431782871	0.282144994
synthetic	OSD-419/RR1_GST-R_GC_M38	OSD-419	skeletal_muscle	ground_control	717	-0.462905645	0.202945203
synthetic	OSD-420/RR9_SPL_FLT_F2	OSD-420	spleen	flight	722	-0.233928829	0.0671234876
synthetic	OSD-420/RR9_SPL_FLT_F8	OSD-420	spleen	flight	728	-0.205323726	0.013061068
synthetic	OSD-420/RR9_SPL_GC_G10	OSD-420	spleen	ground_control	731	-0.369913042	0.0552832931
synthetic	OSD-420/RR9_SPL_GC_G4	OSD-420	spleen	ground_control	734	-0.267787278	0.0366625115
synthetic	OSD-421/RR9_TMS_FLT_F7	OSD-421	thymus	flight	747	-0.271042198	0.0293294694
synthetic	OSD-421/RR9_TMS_FLT_F9	OSD-421	thymus	flight	749	-0.408553809	0.0714777187
synthetic	OSD-421/RR9_TMS_GC_G5	OSD-421	thymus	ground_control	755	-0.369447142	0.0727541819
synthetic	OSD-421/RR9_TMS_GC_G8	OSD-421	thymus	ground_control	758	0.43208316	-0.128744259
synthetic	OSD-426/EU184	OSD-426	cells	flight	763	0.425064147	0.0562096909
synthetic	OSD-426/EU188	OSD-426	cells	flight	767	0.192585215	-0.0161651112
synthetic	OSD-426/EU231	OSD-426	cells	ground_control	776	0.18836306	-0.00502964435
synthetic	OSD-457/GSM4613920	OSD-457	bone	ground_control	789	0.318474382	0.0821465552
synthetic	OSD-457/GSM4613923	OSD-457	bone	flight	792	0.120999195	-0.0918960124
synthetic	OSD-457/GSM4613925	OSD-457	bone	flight	794	0.121375233	-0.0297412854
synthetic	OSD-457/GSM4613926	OSD-457	bone	flight	795	0.166908905	-0.0206454322
synthetic	OSD-457/GSM4613932	OSD-457	bone	ground_control	801	0.0639382005	-0.0257778037
synthetic	OSD-457/GSM4613934	OSD-457	spleen	flight	803	0.593349278	-0.159057289
synthetic	OSD-457/GSM4613937	OSD-457	spleen	flight	806	0.569318354	-0.160729811
synthetic	OSD-457/GSM4613949	OSD-457	spleen	ground_control	818	0.616890728	-0.167754769
synthetic	OSD-457/GSM4613953	OSD-457	spleen	ground_control	822	0.539921165	-0.149695352
synthetic	OSD-457/GSM4613959	OSD-457	liver	flight	828	-0.499601454	-0.579901278
synthetic	OSD-457/GSM4613963	OSD-457	liver	flight	832	-0.578353584	-0.555379212
synthetic	OSD-457/GSM4613969	OSD-457	liver	ground_control	838	-0.496757388	-0.564715087
synthetic	OSD-457/GSM4613972	OSD-457	liver	ground_control	841	-0.551769197	-0.500872612
synthetic	OSD-457/GSM4613982	OSD-457	white_adipose_tissue	ground_control	851	-0.0942791551	-0.296638221
synthetic	OSD-457/GSM4613990	OSD-457	white_adipose_tissue	ground_control	859	-0.0241722576	-0.208161697
synthetic	OSD-457/GSM4613996	OSD-457	white_adipose_tissue	flight	865	-0.0506511554	-0.228252009
synthetic	OSD-457/GSM4614002	OSD-457	white_adipose_tissue	flight	871	-0.0583186299	-0.26285696
synthetic	OSD-457/GSM4614012	OSD-457	brown_adipose_tissue	ground_control	881	-0.461601585	0.0988919213
synthetic	OSD-457/GSM4614014	OSD-457	brown_adipose_tissue	ground_control	883	-0.329784453	-0.0435085185
synthetic	OSD-457/GSM4614019	OSD-457	brown_adipose_tissue	flight	888	-0.334298015	0.0120848594
synthetic	OSD-457/GSM4614023	OSD-457	brown_adipose_tissue	flight	892	-0.39953807	0.0247600023
synthetic	OSD-457/GSM4614036	OSD-457	thymus	flight	905	0.987211287	-0.247636795
synthetic	OSD-457/GSM4614037	OSD-457	thymus	flight	906	0.959930837	-0.228557721
synthetic	OSD-457/GSM4614043	OSD-457	thymus	ground_control	912	0.905666053	-0.209468782
synthetic	OSD-457/GSM4614050	OSD-457	thymus	ground_control	919	1.10621154	-0.272123545
