term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0013260226170799	0.1815696404519797	0.0013260226170799	0.0021874375205165	0.0010917410150403	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0010786096864135	0.2830323492343355	0.0010786096864135	0.0022815457539046	0.0010781378683483	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0010215062157616	0.0730092159763072	0.0010215062157616	0.0014584326286876	0.0010386063716594	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9013148_CDC42_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0009503741325935	0.0146573343153803	0.0009503741325935	0.0012758331408006	0.0010237176400863	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-8948216_COLLAGEN_CHAIN_TRIMERIZATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		6.888509646557715e-05	0.9969772782976236	6.888509646557715e-05	0.0043340107291962	0.0010032708560453	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.00052705035435	0.200413129128454	0.00052705035435	0.0012188951768077	0.0009619913559467	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0012791241006152	0.1529597382065733	0.0012791241006152	0.0016772780966195	0.0009615289537624	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001474496039256	0.8929581995070133	0.0001474496039256	0.0025559429595335	0.0009006278718796	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0043742585049827	0.2357007960488596	0.0043742585049827	0.0069115257572462	0.000899686503774	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-75153_APOPTOTIC_EXECUTION_PHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0004664730418833	0.1944765927273501	0.0004664730418833	0.0013150983895391	0.000890287990491	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0012377616777109	0.3436960223046736	0.0012377616777109	0.0035018605592232	0.000874500729366	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9013404_RAC2_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		1.648429547750107e-05	0.9969772782976236	1.648429547750107e-05	0.0014350375298876	0.0008447863839456	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003782002174505	0.1304427546647291	0.0003782002174505	0.0008670461005184	0.0007997926212132	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003597571700507	0.7864627225892906	0.0003597571700507	0.0026100582229187	0.0007723451406763	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001670487875893	0.6934200102798248	0.0001670487875893	0.0014135654295131	0.0007298825489562	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0006373774584127	0.1428505975853591	0.0006373774584127	0.0010968799976513	0.0007225208502109	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-8939211_ESR_MEDIATED_SIGNALING	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-5.868348665528933e-05	0.9969772782976236	5.868348665528933e-05	0.0056732937452676	0.000721395113347	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-68875_MITOTIC_PROPHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		1.1741122822634016e-05	0.9969772782976236	1.1741122822634016e-05	0.0013649158140322	0.0006874322240927	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-211976_ENDOGENOUS_STEROLS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003220044456022	0.2986283727712523	0.0003220044456022	0.0012684313482821	0.0006742526530918	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0004551956987484	0.4023462030204838	0.0004551956987484	0.0010399010832393	0.000659554558069	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-1.8790817818876288e-05	0.9843512505752564	1.8790817818876288e-05	0.001076123780509	0.0006034741784839	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0006627166117687	0.1294891408182912	0.0006627166117687	0.0011299473697958	0.0005971829517681	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-3214847_HATS_ACETYLATE_HISTONES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000683058357608	0.0284914663463249	0.000683058357608	0.0007336226731857	0.000563548909408	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0008532925425161	0.0562964521619771	0.0008532925425161	0.0014708764300234	0.0005578868126399	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0005661061523691	0.6717351010813668	0.0005661061523691	0.0021549090045814	0.0005130198674386	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-111465_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000567820565607	0.7134560197452207	0.000567820565607	0.0028750859348282	0.0005057151614911	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-211958_MISCELLANEOUS_SUBSTRATES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0006784247468879	0.5395709955392025	0.0006784247468879	0.0024465985513067	0.0004700974854695	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001553403174983	0.7747933188682732	0.0001553403174983	0.0013809295735114	0.0004624304899726	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9006927_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0002976159290644	0.5871932707361541	0.0002976159290644	0.0010368279163715	0.0004547455106989	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-73886_CHROMOSOME_MAINTENANCE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		2.350937137393108e-05	0.9969772782976236	2.350937137393108e-05	0.0008709451201755	0.0004263388697454	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000286841904089	0.2418778528932886	0.000286841904089	0.0008661082082439	0.0004234279620427	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0005320796528315	0.4100876863274214	0.0005320796528315	0.0008019979681586	0.0004064613987675	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0005179701206069	0.2904061544045387	0.0005179701206069	0.0007757442728778	0.0003975692145445	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-8854518_AURKA_ACTIVATION_BY_TPX2	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000322853473171	0.0158594044562182	0.000322853473171	0.0004065979495876	0.0003337149711972	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-190861_GAP_JUNCTION_ASSEMBLY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0006362246717953	0.5829862484667964	0.0006362246717953	0.0018579566151626	0.0003237824722896	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003356445011304	0.1480324485236743	0.0003356445011304	0.0005056854520852	0.0003234254892003	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-73884_BASE_EXCISION_REPAIR	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0005317762748206	0.2986283727712523	0.0005317762748206	0.0013793142293714	0.0002957773165839	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-111885_OPIOID_SIGNALLING	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0005452233147727	0.7794382611902052	0.0005452233147727	0.0042642473856414	0.0002772598193585	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-168179_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003250490079864	0.7635814571295936	0.0003250490079864	0.0023179256684172	0.0002769952894172	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-774815_NUCLEOSOME_ASSEMBLY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000312891628926	0.5332548916047561	0.000312891628926	0.0012790020200159	0.0002720473982342	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5610787_HEDGEHOG_OFF_STATE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0002677701542576	0.6551301796349228	0.0002677701542576	0.0010793456174281	0.0002549679943852	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		2.8114823305084788e-05	0.9969772782976236	2.8114823305084788e-05	0.0009501445058147	0.0002488398496442	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-69239_SYNTHESIS_OF_DNA	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0009541036989236	0.3155105696873088	0.0009541036989236	0.0029565355820421	0.0002444802045422	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0002416310120518	0.8303747221511775	0.0002416310120518	0.0009860151346524	0.0002427182506808	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-1638074_KERATAN_SULFATE_KERATIN_METABOLISM	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0006215860217429	0.0284914663463249	0.0006215860217429	0.0009449025510726	0.0002104633231374	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-199977_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0002931976673389	0.3436960223046736	0.0002931976673389	0.0004571876214306	0.0001769353966925	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		9.62698804544023e-05	0.7071488883720364	9.62698804544023e-05	0.000457900992857	0.0001657948532216	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9696264_RND3_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0002172017172965	0.3402597845641889	0.0002172017172965	0.0003658869301662	0.0001422445485523	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-6807878_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001175882672243	0.6070759505528404	0.0001175882672243	0.0002860322379095	0.0001367111700841	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9013406_RHOQ_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		4.29620910661092e-05	0.8354504744981293	4.29620910661092e-05	0.0004584930779123	0.0001310027349042	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		2.658066356862149e-05	0.9969772782976236	2.658066356862149e-05	0.0022329643860518	0.0001281670034943	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-70171_GLYCOLYSIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000187107287922	0.8656061769781469	0.000187107287922	0.0014233325768453	0.0001246018978803	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5365859_RA_BIOSYNTHESIS_PATHWAY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001139867948276	0.7080903597380865	0.0001139867948276	0.0005269311668258	0.0001136279387623	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-3.860751340295488e-05	0.9565227939964156	3.860751340295488e-05	0.0005472862404731	0.0001066144236959	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5620912_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.000103175742015	0.5332548916047561	0.000103175742015	0.0003769202750708	0.0001050428429755	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		9.948293547320394e-05	0.8876013033341158	9.948293547320394e-05	0.0009395003877311	9.928127672765005e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0002087751925555	0.600953762377448	0.0002087751925555	0.0004566980316925	9.85265502739972e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5689603_UCH_PROTEINASES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0001730056046566	0.5554126592257181	0.0001730056046566	0.0005453915366528	8.31042048550889e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003640021203198	0.1106159540438177	0.0003640021203198	0.0007582833588639	8.111763217201667e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5693571_NONHOMOLOGOUS_END_JOINING_NHEJ	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		7.071387014031795e-05	0.540626773961114	7.071387014031795e-05	0.0001889109248033	8.051109755113526e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9753281_PARACETAMOL_ADME	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		3.525515367140382e-05	0.9969772782976236	3.525515367140382e-05	0.0017124291533914	7.70434402962555e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-1.5516613409480035e-05	0.9969772782976236	1.5516613409480035e-05	0.0005038542805705	6.611913895238123e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-69242_S_PHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0004068428001427	0.6399182507633342	0.0004068428001427	0.0016407198852	5.588519940123336e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0004565564850194	0.1428505975853591	0.0004565564850194	0.0006647396902524	3.68176732524528e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003484905558647	0.5559657633397211	0.0003484905558647	0.0011794663731744	3.529919075777498e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-373760_L1CAM_INTERACTIONS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0030010707232479	0.0811962298595022	0.0030010707232479	0.0054830048197564	3.1990978854666705e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-453274_MITOTIC_G2_G2_M_PHASES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0007712168508084	0.6147308671965425	0.0007712168508084	0.0029099422106142	1.436264424639159e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0011638936569703	0.3595929594438814	0.0011638936569703	0.0024898988270529	7.688848485547391e-06	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		5.432563225206242e-05	0.8792690931924825	5.432563225206242e-05	0.0004282858941072	4.515372807693997e-06	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	green_prior_aligned	prior literature aligned	FLT_up	Liver injury and spaceflight immune dysregulation support IL-1/inflammatory signaling.	Aligned: FLT_up matches inflammatory cytokine pathway engagement.	medium	IL-1 signaling is a close inflammatory mechanism for hepatic stress.	Crucian2018;Kim2024;Vinken2022	0.0347350745000374	0.5395709955392025	0.0347350745000374	0.1080294781497531	4.324976737357655e-06	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-5617833_CILIUM_ASSEMBLY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0003064361140355	0.6539502852632839	0.0003064361140355	0.0010725497537331	4.187259332119126e-06	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-69206_G1_S_TRANSITION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0005867828423344	0.590096283369713	0.0005867828423344	0.0015951744662379	5.93579465938375e-06	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0009449404752105	0.6070759505528404	0.0009449404752105	0.0030446338288618	1.7550483789216732e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2995410_NUCLEAR_ENVELOPE_NE_REASSEMBLY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0001389522421687	0.540626773961114	0.0001389522421687	0.0003825165666492	2.0837137314797232e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5626467_RHO_GTPASES_ACTIVATE_IQGAPS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0002160525211061	0.4059935818469752	0.0002160525211061	0.0007052825120658	4.379432049176746e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-2162123_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0001759945575363	0.4997342794314589	0.0001759945575363	0.000612196522181	4.652250493428056e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-9035034_RHOF_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0001656533181916	0.5319887697896136	0.0001656533181916	0.0005912753892509	7.657628829265237e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0001981042308791	0.9471236098633564	0.0001981042308791	0.0028069937799369	9.27626727258943e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-0.0004406725417405	0.4682300063553007	0.0004406725417405	0.001496792154041	9.70490816807168e-05	0.0142490675319928	low_or_no_effect	low/no relative effect
R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		-9.972556908354564e-05	0.8345639590801462	9.972556908354564e-05	0.0006824287294254	0.0001028654340168	0.0142490675319928	low_or_no_effect	low/no relative effect
