tissue	gene_set	term	description	pathway_genes_in_background	selected_genes	overlap	overlap_genes	overlap_symbols	p_value	fdr
quadriceps	core_intersection	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	https://reactome.org/PathwayBrowser/#/R-MMU-212436	90	12	4	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332,ENSMUSG00000070348	Ddit4,Cdkn1a,Sesn1,Ccnd1	0.0189394297629219	0.0597940493794163
quadriceps	core_intersection	R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	https://reactome.org/PathwayBrowser/#/R-MMU-69231	18	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0190901417876737	0.0597940493794163
quadriceps	core_intersection	R-MMU-69236_G1_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-69236	18	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0190901417876737	0.0597940493794163
quadriceps	core_intersection	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	https://reactome.org/PathwayBrowser/#/R-MMU-3700989	53	12	3	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332	Ddit4,Cdkn1a,Sesn1	0.0236161781534468	0.0597940493794163
quadriceps	core_intersection	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-73857	97	12	4	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332,ENSMUSG00000070348	Ddit4,Cdkn1a,Sesn1,Ccnd1	0.0244612020188521	0.0597940493794163
quadriceps	core_intersection	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	https://reactome.org/PathwayBrowser/#/R-MMU-3247509	23	12	2	ENSMUSG00000019947,ENSMUSG00000070348	Arid5b,Ccnd1	0.0305018412296793	0.0603732419839954
quadriceps	core_intersection	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-74160	104	12	4	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332,ENSMUSG00000070348	Ddit4,Cdkn1a,Sesn1,Ccnd1	0.0309135601033433	0.0603732419839954
quadriceps	core_intersection	R-MMU-69206_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69206	24	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0330471159491804	0.0603732419839954
quadriceps	core_intersection	R-MMU-4839726_CHROMATIN_ORGANIZATION	https://reactome.org/PathwayBrowser/#/R-MMU-4839726	25	12	2	ENSMUSG00000019947,ENSMUSG00000070348	Arid5b,Ccnd1	0.0356750975359972	0.0603732419839954
quadriceps	core_intersection	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-453279	31	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.053066960969669	0.0833909386666228
quadriceps	core_intersection	R-MMU-69242_S_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-69242	33	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0594363293470377	0.087173283042322
quadriceps	core_intersection	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	https://reactome.org/PathwayBrowser/#/R-MMU-9006925	36	12	2	ENSMUSG00000021948,ENSMUSG00000023067	Prkcd,Cdkn1a	0.0694757357892741	0.0955291367102518
quadriceps	core_intersection	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	https://reactome.org/PathwayBrowser/#/R-MMU-2262752	72	12	2	ENSMUSG00000023067,ENSMUSG00000038332	Cdkn1a,Sesn1	0.2205255005875238	0.2853859419367955
quadriceps	core_intersection	R-MMU-69278_CELL_CYCLE_MITOTIC	https://reactome.org/PathwayBrowser/#/R-MMU-69278	76	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.2393149831969841	0.2924960905740917
quadriceps	core_intersection	R-MMU-162582_SIGNAL_TRANSDUCTION	https://reactome.org/PathwayBrowser/#/R-MMU-162582	212	12	4	ENSMUSG00000021948,ENSMUSG00000023067,ENSMUSG00000070348,ENSMUSG00000076431	Prkcd,Cdkn1a,Ccnd1,Sox4	0.2533746571803711	0.2933811819983245
quadriceps	core_intersection	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	https://reactome.org/PathwayBrowser/#/R-MMU-8953897	83	12	2	ENSMUSG00000023067,ENSMUSG00000038332	Cdkn1a,Sesn1	0.2725369308515503	0.2997906239367053
quadriceps	core_intersection	R-MMU-1640170_CELL_CYCLE	https://reactome.org/PathwayBrowser/#/R-MMU-1640170	89	12	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.3011799151049059	0.3155218158241871
quadriceps	core_intersection	R-MMU-168256_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-168256	186	12	2	ENSMUSG00000021948,ENSMUSG00000070348	Prkcd,Ccnd1	0.7003597064066402	0.7003597064066402
quadriceps	generated_supported	R-MMU-5607764_CLEC7A_DECTIN_1_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-5607764	12	25	3	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000032688	Nfkbia,Prkcd,Malt1	0.0028253277007873	0.1186637634330692
quadriceps	generated_supported	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	https://reactome.org/PathwayBrowser/#/R-MMU-5621481	17	25	3	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000032688	Nfkbia,Prkcd,Malt1	0.0080184881623339	0.1289575953003939
quadriceps	generated_supported	R-MMU-1169091_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	https://reactome.org/PathwayBrowser/#/R-MMU-1169091	7	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0122816757428946	0.1289575953003939
quadriceps	generated_supported	R-MMU-2871837_FCERI_MEDIATED_NF_KB_ACTIVATION	https://reactome.org/PathwayBrowser/#/R-MMU-2871837	7	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0122816757428946	0.1289575953003939
quadriceps	generated_supported	R-MMU-202424_DOWNSTREAM_TCR_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-202424	8	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.016118872985237	0.1317808514587634
quadriceps	generated_supported	R-MMU-1168372_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	https://reactome.org/PathwayBrowser/#/R-MMU-1168372	9	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0203998277317959	0.1317808514587634
quadriceps	generated_supported	R-MMU-187577_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	https://reactome.org/PathwayBrowser/#/R-MMU-187577	10	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0251011145635739	0.1317808514587634
quadriceps	generated_supported	R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	https://reactome.org/PathwayBrowser/#/R-MMU-5628897	10	25	2	ENSMUSG00000020108,ENSMUSG00000038332	Ddit4,Sesn1	0.0251011145635739	0.1317808514587634
quadriceps	generated_supported	R-MMU-450531_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	https://reactome.org/PathwayBrowser/#/R-MMU-450531	11	25	2	ENSMUSG00000021948,ENSMUSG00000044786	Prkcd,Zfp36	0.0302001358967956	0.1409339675183795
quadriceps	generated_supported	R-MMU-202403_TCR_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-202403	12	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.0356750975359972	0.1498354096511886
quadriceps	generated_supported	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	https://reactome.org/PathwayBrowser/#/R-MMU-983705	14	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.047669539683624	0.1820109697011099
quadriceps	generated_supported	R-MMU-69202_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69202	16	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0609252661194412	0.186021696968073
quadriceps	generated_supported	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-73887	16	25	2	ENSMUSG00000021025,ENSMUSG00000024778	Nfkbia,Fas	0.0609252661194412	0.186021696968073
quadriceps	generated_supported	R-MMU-69656_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	https://reactome.org/PathwayBrowser/#/R-MMU-69656	17	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.0679795031803888	0.186021696968073
quadriceps	generated_supported	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	https://reactome.org/PathwayBrowser/#/R-MMU-2454202	18	25	2	ENSMUSG00000021025,ENSMUSG00000032688	Nfkbia,Malt1	0.075294496391839	0.186021696968073
quadriceps	generated_supported	R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	https://reactome.org/PathwayBrowser/#/R-MMU-69231	18	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.075294496391839	0.186021696968073
quadriceps	generated_supported	R-MMU-69236_G1_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-69236	18	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.075294496391839	0.186021696968073
quadriceps	generated_supported	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	https://reactome.org/PathwayBrowser/#/R-MMU-3247509	23	25	2	ENSMUSG00000019947,ENSMUSG00000070348	Arid5b,Ccnd1	0.1152143373111075	0.2649322547981229
quadriceps	generated_supported	R-MMU-69206_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69206	24	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.1237623806106175	0.2649322547981229
quadriceps	generated_supported	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-1280218	77	25	4	ENSMUSG00000021025,ENSMUSG00000032688,ENSMUSG00000070348,ENSMUSG00000073700	Nfkbia,Malt1,Ccnd1,Klhl21	0.1283108600339914	0.2649322547981229
quadriceps	generated_supported	R-MMU-4839726_CHROMATIN_ORGANIZATION	https://reactome.org/PathwayBrowser/#/R-MMU-4839726	25	25	2	ENSMUSG00000019947,ENSMUSG00000070348	Arid5b,Ccnd1	0.1324661273990614	0.2649322547981229
quadriceps	generated_supported	R-MMU-109581_APOPTOSIS	https://reactome.org/PathwayBrowser/#/R-MMU-109581	26	25	2	ENSMUSG00000021948,ENSMUSG00000024778	Prkcd,Fas	0.1413127966189629	0.2697789753634746
quadriceps	generated_supported	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	https://reactome.org/PathwayBrowser/#/R-MMU-3700989	53	25	3	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332	Ddit4,Cdkn1a,Sesn1	0.1504363833723702	0.2747099174625891
quadriceps	generated_supported	R-MMU-5357801_PROGRAMMED_CELL_DEATH	https://reactome.org/PathwayBrowser/#/R-MMU-5357801	29	25	2	ENSMUSG00000021948,ENSMUSG00000024778	Prkcd,Fas	0.1685900182344618	0.2950325319103082
quadriceps	generated_supported	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-453279	31	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.1872771615137052	0.3123827475317898
quadriceps	generated_supported	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	https://reactome.org/PathwayBrowser/#/R-MMU-212436	90	25	4	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332,ENSMUSG00000070348	Ddit4,Cdkn1a,Sesn1,Ccnd1	0.193379796091108	0.3123827475317898
quadriceps	generated_supported	R-MMU-69242_S_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-69242	33	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.2062699807275642	0.3208644144650999
quadriceps	generated_supported	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-73857	97	25	4	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332,ENSMUSG00000070348	Ddit4,Cdkn1a,Sesn1,Ccnd1	0.2323652620856239	0.3405913980008575
quadriceps	generated_supported	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	https://reactome.org/PathwayBrowser/#/R-MMU-9006925	36	25	2	ENSMUSG00000021948,ENSMUSG00000023067	Prkcd,Cdkn1a	0.2351702510005921	0.3405913980008575
quadriceps	generated_supported	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-74160	104	25	4	ENSMUSG00000020108,ENSMUSG00000023067,ENSMUSG00000038332,ENSMUSG00000070348	Ddit4,Cdkn1a,Sesn1,Ccnd1	0.2733649782138463	0.3827109694993849
quadriceps	generated_supported	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	https://reactome.org/PathwayBrowser/#/R-MMU-8953897	83	25	3	ENSMUSG00000021025,ENSMUSG00000023067,ENSMUSG00000038332	Nfkbia,Cdkn1a,Sesn1	0.3601553644420762	0.4743981589183
quadriceps	generated_supported	R-MMU-8953854_METABOLISM_OF_RNA	https://reactome.org/PathwayBrowser/#/R-MMU-8953854	49	25	2	ENSMUSG00000021948,ENSMUSG00000044786	Prkcd,Zfp36	0.3614462163187048	0.4743981589183
quadriceps	generated_supported	R-MMU-109582_HEMOSTASIS	https://reactome.org/PathwayBrowser/#/R-MMU-109582	56	25	2	ENSMUSG00000021948,ENSMUSG00000026576	Prkcd,Atp1b1	0.427144406695805	0.543638335794661
quadriceps	generated_supported	R-MMU-162582_SIGNAL_TRANSDUCTION	https://reactome.org/PathwayBrowser/#/R-MMU-162582	212	25	6	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000023067,ENSMUSG00000024778,ENSMUSG00000070348,ENSMUSG00000076431	Nfkbia,Prkcd,Cdkn1a,Fas,Ccnd1,Sox4	0.470696568314269	0.5814487020352734
quadriceps	generated_supported	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-1280215	67	25	2	ENSMUSG00000021025,ENSMUSG00000021948	Nfkbia,Prkcd	0.5234685875913548	0.6232002013130067
quadriceps	generated_supported	R-MMU-168256_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-168256	186	25	5	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000032688,ENSMUSG00000070348,ENSMUSG00000073700	Nfkbia,Prkcd,Malt1,Ccnd1,Klhl21	0.53566763028792	0.6232002013130067
quadriceps	generated_supported	R-MMU-168249_INNATE_IMMUNE_SYSTEM	https://reactome.org/PathwayBrowser/#/R-MMU-168249	110	25	3	ENSMUSG00000021025,ENSMUSG00000021948,ENSMUSG00000032688	Nfkbia,Prkcd,Malt1	0.5501560373412119	0.6232002013130067
quadriceps	generated_supported	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	https://reactome.org/PathwayBrowser/#/R-MMU-2262752	72	25	2	ENSMUSG00000023067,ENSMUSG00000038332	Cdkn1a,Sesn1	0.5638478011879584	0.6232002013130067
quadriceps	generated_supported	R-MMU-69278_CELL_CYCLE_MITOTIC	https://reactome.org/PathwayBrowser/#/R-MMU-69278	76	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.5944852187764755	0.6402148509900506
quadriceps	generated_supported	R-MMU-1640170_CELL_CYCLE	https://reactome.org/PathwayBrowser/#/R-MMU-1640170	89	25	2	ENSMUSG00000023067,ENSMUSG00000070348	Cdkn1a,Ccnd1	0.683548841676151	0.7177262837599586
quadriceps	generated_supported	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	https://reactome.org/PathwayBrowser/#/R-MMU-597592	131	25	2	ENSMUSG00000021025,ENSMUSG00000073700	Nfkbia,Klhl21	0.8713502443034123	0.8926026892864225
quadriceps	generated_supported	R-MMU-392499_METABOLISM_OF_PROTEINS	https://reactome.org/PathwayBrowser/#/R-MMU-392499	161	25	2	ENSMUSG00000021025,ENSMUSG00000073700	Nfkbia,Klhl21	0.937377526008886	0.937377526008886
quadriceps	exploratory_union	R-MMU-187577_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	https://reactome.org/PathwayBrowser/#/R-MMU-187577	10	53	4	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Cdkn1a,Cdk2,Ccna2,Ccnd1	0.0012889774109579	0.0738981218008589
quadriceps	exploratory_union	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	https://reactome.org/PathwayBrowser/#/R-MMU-3700989	53	53	9	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000020108,ENSMUSG00000021285,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000028944,ENSMUSG00000038332	Rpa3,Brca1,Ddit4,Ppp1r13b,Cdkn1a,Cdk2,Ccna2,Prkag2,Sesn1	0.001456461954699	0.0738981218008589
quadriceps	exploratory_union	R-MMU-6804116_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	https://reactome.org/PathwayBrowser/#/R-MMU-6804116	6	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0027122189952519	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	https://reactome.org/PathwayBrowser/#/R-MMU-5693567	20	53	5	ENSMUSG00000007646,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715	Rad51c,Rpa3,Brca1,Cdk2,Ccna2	0.0032759048555738	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	https://reactome.org/PathwayBrowser/#/R-MMU-5633007	29	53	6	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000021285,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000028944	Rpa3,Brca1,Ppp1r13b,Cdk2,Ccna2,Prkag2	0.0035164115421239	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	https://reactome.org/PathwayBrowser/#/R-MMU-5693538	22	53	5	ENSMUSG00000007646,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715	Rad51c,Rpa3,Brca1,Cdk2,Ccna2	0.0051175022329189	0.0738981218008589
quadriceps	exploratory_union	R-MMU-6804756_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	https://reactome.org/PathwayBrowser/#/R-MMU-6804756	22	53	5	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000028944	Rpa3,Brca1,Cdk2,Ccna2,Prkag2	0.0051175022329189	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	https://reactome.org/PathwayBrowser/#/R-MMU-5693607	14	53	4	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715	Rpa3,Brca1,Cdk2,Ccna2	0.0052159761964785	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	https://reactome.org/PathwayBrowser/#/R-MMU-5693532	24	53	5	ENSMUSG00000007646,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000025358,ENSMUSG00000027715	Rad51c,Rpa3,Brca1,Cdk2,Ccna2	0.0075974942017797	0.0738981218008589
quadriceps	exploratory_union	R-MMU-69206_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69206	24	53	5	ENSMUSG00000012483,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Rpa3,Cdkn1a,Cdk2,Ccna2,Ccnd1	0.0075974942017797	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5693579_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	https://reactome.org/PathwayBrowser/#/R-MMU-5693579	3	53	2	ENSMUSG00000007646,ENSMUSG00000017146	Rad51c,Brca1	0.0084190917856634	0.0738981218008589
quadriceps	exploratory_union	R-MMU-5693616_PRESYNAPTIC_PHASE_OF_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	https://reactome.org/PathwayBrowser/#/R-MMU-5693616	3	53	2	ENSMUSG00000007646,ENSMUSG00000017146	Rad51c,Brca1	0.0084190917856634	0.0738981218008589
quadriceps	exploratory_union	R-MMU-68911_G2_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-68911	3	53	2	ENSMUSG00000025358,ENSMUSG00000027715	Cdk2,Ccna2	0.0084190917856634	0.0738981218008589
quadriceps	exploratory_union	R-MMU-69202_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION	https://reactome.org/PathwayBrowser/#/R-MMU-69202	16	53	4	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Cdkn1a,Cdk2,Ccna2,Ccnd1	0.0087403883547262	0.0738981218008589
quadriceps	exploratory_union	R-MMU-2559582_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	https://reactome.org/PathwayBrowser/#/R-MMU-2559582	9	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0101311941178596	0.0738981218008589
quadriceps	exploratory_union	R-MMU-69563_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	https://reactome.org/PathwayBrowser/#/R-MMU-69563	9	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0101311941178596	0.0738981218008589
quadriceps	exploratory_union	R-MMU-69580_P53_DEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	https://reactome.org/PathwayBrowser/#/R-MMU-69580	9	53	3	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715	Cdkn1a,Cdk2,Ccna2	0.0101311941178596	0.0738981218008589
quadriceps	exploratory_union	R-MMU-69656_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	https://reactome.org/PathwayBrowser/#/R-MMU-69656	17	53	4	ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000070348	Cdkn1a,Cdk2,Ccna2,Ccnd1	0.0109735400946456	0.0755954984297811
quadriceps	exploratory_union	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-73857	97	53	11	ENSMUSG00000003437,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000020108,ENSMUSG00000021285,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000028944,ENSMUSG00000038332,ENSMUSG00000070348	Paf1,Rpa3,Brca1,Ddit4,Ppp1r13b,Cdkn1a,Cdk2,Ccna2,Prkag2,Sesn1,Ccnd1	0.0116807557521596	0.0762323006983052
quadriceps	exploratory_union	R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	https://reactome.org/PathwayBrowser/#/R-MMU-5628897	10	53	3	ENSMUSG00000020108,ENSMUSG00000028944,ENSMUSG00000038332	Ddit4,Prkag2,Sesn1	0.0139207155636747	0.0806070213018187
quadriceps	exploratory_union	R-MMU-114508_EFFECTS_OF_PIP2_HYDROLYSIS	https://reactome.org/PathwayBrowser/#/R-MMU-114508	4	53	2	ENSMUSG00000021108,ENSMUSG00000021948	Prkch,Prkcd	0.016251415585044	0.0806070213018187
quadriceps	exploratory_union	R-MMU-3371568_ATTENUATION_PHASE	https://reactome.org/PathwayBrowser/#/R-MMU-3371568	4	53	2	ENSMUSG00000005483,ENSMUSG00000090877	Dnajb1,Hspa1b	0.016251415585044	0.0806070213018187
quadriceps	exploratory_union	R-MMU-3371571_HSF1_DEPENDENT_TRANSACTIVATION	https://reactome.org/PathwayBrowser/#/R-MMU-3371571	4	53	2	ENSMUSG00000005483,ENSMUSG00000090877	Dnajb1,Hspa1b	0.016251415585044	0.0806070213018187
quadriceps	exploratory_union	R-MMU-8849470_PTK6_REGULATES_CELL_CYCLE	https://reactome.org/PathwayBrowser/#/R-MMU-8849470	4	53	2	ENSMUSG00000025358,ENSMUSG00000070348	Cdk2,Ccnd1	0.016251415585044	0.0806070213018187
quadriceps	exploratory_union	R-MMU-9616222_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	https://reactome.org/PathwayBrowser/#/R-MMU-9616222	4	53	2	ENSMUSG00000023067,ENSMUSG00000025358	Cdkn1a,Cdk2	0.016251415585044	0.0806070213018187
quadriceps	exploratory_union	R-MMU-450531_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	https://reactome.org/PathwayBrowser/#/R-MMU-450531	11	53	3	ENSMUSG00000021948,ENSMUSG00000044786,ENSMUSG00000090877	Prkcd,Zfp36,Hspa1b	0.0184119274431806	0.0829682978835823
quadriceps	exploratory_union	R-MMU-5685942_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	https://reactome.org/PathwayBrowser/#/R-MMU-5685942	11	53	3	ENSMUSG00000007646,ENSMUSG00000012483,ENSMUSG00000017146	Rad51c,Rpa3,Brca1	0.0184119274431806	0.0829682978835823
quadriceps	exploratory_union	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	https://reactome.org/PathwayBrowser/#/R-MMU-212436	90	53	10	ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000020108,ENSMUSG00000021285,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000028944,ENSMUSG00000038332,ENSMUSG00000070348	Rpa3,Brca1,Ddit4,Ppp1r13b,Cdkn1a,Cdk2,Ccna2,Prkag2,Sesn1,Ccnd1	0.0187771233471204	0.0829682978835823
quadriceps	exploratory_union	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	https://reactome.org/PathwayBrowser/#/R-MMU-74160	104	53	11	ENSMUSG00000003437,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000020108,ENSMUSG00000021285,ENSMUSG00000023067,ENSMUSG00000025358,ENSMUSG00000027715,ENSMUSG00000028944,ENSMUSG00000038332,ENSMUSG00000070348	Paf1,Rpa3,Brca1,Ddit4,Ppp1r13b,Cdkn1a,Cdk2,Ccna2,Prkag2,Sesn1,Ccnd1	0.0194038761179345	0.0829682978835823
